Left context,Center,Right context,Created,Sphere,Type,Full context,Left_context_POS,Right_context_POS
"со вниманием на игроков; смотрите,", как ,"проворно этот зритель хватает луидор, оставленный ",1802,нехудожественная,статья,"Взгляните со вниманием на игроков; смотрите, как проворно этот зритель хватает луидор, оставленный на столе задумчивым игроком; как равнодушно и гордо этот богач проигрывает пук своих ассигнаций и груды золота, и с каким отчаянием Комиссар таможни ставит на карту последней талер свой!    [[Н. М. Карамзин]. Волшебной фонарь или картина Парижа // «Вестник Европы», 1802] [омонимия не снята]",VERB,ADVB
"Мне казалось, что,", как ,"только я заговорю, я заплачу.",1900,бытовая,"дневник, записные книжки","Мне казалось, что, как только я заговорю, я заплачу. [А. А. Аллендорф. Дневник (1900)] [омонимия не снята]",CONJ,PRCL
"послам тако ж учинено будет,", как ,с ним в церемониях поступлено будет.,1715,нехудожественная,инструкция,"послал его посланника к его шахову величеству, яко к доброму своему приятелю с таким указом, чтоб чинил то по воле его, полагаясь на древнюю междо обоих стран государей всегдашнюю любовь, что не изволит его царское величество высокой чести учинить никакого предосуждения и притом, и то объявить, что равно и их послам тако ж учинено будет, как с ним в церемониях поступлено будет. [[Петр I]. Инструкция Петра I Волынскому для выполнения дипломатической миссии в Персии (1715)] [омонимия не снята]",VERB,PREP
"оных бываемых случаев, и притом", как ,велико число сбираемых с них до ,1753,нехудожественная,указ,"Какое же облегчение из сего всемилостивейшего нашего установления верноподданному нашему народу, следующему к платежу вышеименованных сборов, произойдет от разных при оных бываемых случаев, и притом как велико число сбираемых с них до сего денег, которое не в одном, но более в миллионах состояло, положенным в подушной оклад останется; сколько ж по оным сборам доносов, а по них продолжительных следствиев в государстве было и [[Елизавета Петровна]. Указ «Об уничтожении внутренних таможенных и мелочных сборов» (1753)] [омонимия не снята]",CONJ,ADJS
Дети сначала, как ,"будто бы стеснялись, но потом разошлись ",1909,бытовая,"дневник, записные книжки","Дети сначала как будто бы стеснялись, но потом разошлись и были в страшном восторге. [А. А. Аллендорф. Дневник (1909)] [омонимия не снята]",ADVB,CONJ
вот я решил навести чернилом:, как ,"видите, уже кончаю.  ",1904,нехудожественная,мемуары,"Карандаш стал стираться, и вот я решил навести чернилом: как видите, уже кончаю.   [H. Гарин. Памяти Чехова (1904)] [омонимия не снята]",NOUN,VERB
и дал Сенату право уничтожать, как ,"Трибунат, так и Законодательный Корпус, чтобы ",1802,нехудожественная,статья,"Хотя ныне и не льзя ожидать такого сопротивления, однакожь Бонапарте хотел взять свои меры ― убавил половину Членов в первом, и дал Сенату право уничтожать как Трибунат, так и Законодательный Корпус, чтобы держать их в страхе. [[Н. М. Карамзин]. Несколько слов о новой Французской Конституции (Из Немецкого Журнала) // «Вестник Европы», 1802] [омонимия не снята]",INFN,NOUN
"то платить ему такой штраф,", как ,"жалованья тех чинов, которые с ним ",1722,нехудожественная,закон,"А ежели кто без жалованья служит, то платить ему такой штраф, как жалованья тех чинов, которые с ним равного рангу, и действително жалованье получают. [[Петр I]. Табель о рангах всех чинов, воинских, статских и придворных (1722)] [омонимия не снята]",NOUN,NOUN
"Левитан в приемной вели себя,", как ,школьники.,1915,нехудожественная,мемуары,"Покуда фотограф возился, приготовляя свои аппараты, Чехов и Левитан в приемной вели себя, как школьники. [M. К. Первухин. Из воспоминаний о Чехове (1915)] [омонимия не снята]",NPRO,NOUN
"Бойцы,", как ,"только смогли, привели в порядок свое ",1945,нехудожественная,"дневник, записные книжки","Бойцы, как только смогли, привели в порядок свое обветшалое, выгоревшее на солнце, изъеденное потом, пробитое пулями и осколками обмундирование. [А. А. Авдеев. Дневник (1945)] [омонимия не снята]",NOUN,PRCL
Об Анатоле Франсе Модильяни (, как ,"впрочем, и другие просвещенные парижане) не ",1959-1964,нехудожественная,мемуары,"Об Анатоле Франсе Модильяни ( как, впрочем, и другие просвещенные парижане) не хотел и слышать. [А. А. Ахматова. Амедео Модильяни (1959-1964)] [омонимия не снята]",NOUN,CONJ
"больше, а где тому необыкновенны,", как ,"лен и пеньку учреждать, дабы обучали ",1715-1721,нехудожественная,указ,"Например, кто сеял четверть, тот бы прибавил четверик, ежели возможно и больше, а где тому необыкновенны, как лен и пеньку учреждать, дабы обучали крестьян; и о том объявить в народе, что оной прибавок севу поведено иметь для всенародной пользы и им поживления.   [[Петр I]. Хозяйственные указы (1715-1721)] [омонимия не снята]",ADJS,NOUN
"мыслей, и не нахожу их ―", как ,вдруг говорят мне тихо и нежно:” ,1802,художественная,сказка,"Мне привиделось, что я все еще сижу за своим столиком, ищу мыслей, и не нахожу их ― как вдруг говорят мне тихо и нежно:” возьми перо, и пиши, что скажу тебе. [[Н. М. Карамзин], перевод. Превращения, или история мошки // «Вестник Европы», 1802] [омонимия не снята]",NPRO,ADVB
"гордый вид и гордую душу,", как ,"утверждала молва; она была высокого росту, ",1802,художественная,повесть,"Старшая имела гордый вид и гордую душу, как утверждала молва; она была высокого росту, и называлась Арсеною.   [[Н. М. Карамзин]. Колодезь Истины // «Вестник Европы», 1802] [омонимия не снята]",VERB,VERB
, Как ,"горячо относился Чехов ко всякой несправедливости, ",1904-1915,нехудожественная,мемуары,"Как горячо относился Чехов ко всякой несправедливости, вызываемой национальными или религиозными счетами, об этом можно судить по его отношению к делу Дрейфуса. [M. M. Ковалевский. Об А. П. Чехове (1904-1915)] [омонимия не снята]",,ADVB
"Леной, но в этом увлечении,", как ,"мне, по крайней мере, казалось, не ",1911,бытовая,"дневник, записные книжки","Два года он был увлечён Леной, но в этом увлечении, как мне, по крайней мере, казалось, не было ничего дурного: он глубоко уважал Лену, дорожил её мнением и ни разу, ни одним словом, ни одним жестом не дал Лене повода думать, что его отношение к ней может быть обидным для её мужа. [А. А. Аллендорф. Дневник (1911)] [омонимия не снята]",NOUN,NPRO
"приятно: будем вместе читать, разговаривать,", как ,это хорошо! ,1906,бытовая,"дневник, записные книжки","И ей, и мне это очень приятно: будем вместе читать, разговаривать, как это хорошо!  [А. А. Аллендорф. Дневник (1906)] [омонимия не снята]",INFN,PRCL
"На пике»,", как ,здесь говорят.,1970,художественная,повесть,"На пике», как здесь говорят. [O. М. Куваев. Дом для бродяг (1970)] [омонимия не снята]",NOUN,ADVB
"один дипломат, покачиваясь так важно,", как ,будто б от его равновесия зависело ,1833,художественная,повесть,"Вы привлекаете на себя все глаза и все лорнеты, ― говорил мне один дипломат, покачиваясь так важно, как будто б от его равновесия зависело равновесие Европы. [А. А. Бестужев-Марлинский. Фрегат «Надежда» (1833)] [омонимия не снята]",ADJS,CONJ
"из Москвы на пароходе, так", как ,"поезда не ходят, ехал три дня ",1905,бытовая,"дневник, записные книжки","Приехал он из Москвы на пароходе, так как поезда не ходят, ехал три дня и вот застал отца уже в гробу. [А. А. Аллендорф. Дневник (1905)] [омонимия не снята]",CONJ,NOUN
"Светлый Пушкин на глазах уходил,", как ,бы исчезая в тумане.,1963-1970,нехудожественная,мемуары,"Светлый Пушкин на глазах уходил, как бы исчезая в тумане. [M. Д. Ройзман. Из книги «Все, что помню о Есенине» (1963-1970)] [омонимия не снята]",VERB,PRCL
по выходе романа в свет., Как ,"известно, современники Пушкина узнавали в героине « ",1936,нехудожественная,статья,"по выходе романа в свет. Как известно, современники Пушкина узнавали в героине « Адольфа» мадам де Сталь6. [А. А. Ахматова. «Адольф» Бенжамена Констана в творчестве Пушкина (1936)] [омонимия не снята]",NOUN,PRED
"подмигнул Рощапкину добродушно и мудро,", как ,"человек, знающий соль бытия.  ",1975,художественная,рассказ,"А выпив, взял не спеша ломтик лимона и подмигнул Рощапкину добродушно и мудро, как человек, знающий соль бытия.   [O. М. Куваев. Эй, Бако! (1975)] [омонимия не снята]",ADVB,NOUN
"о человеке или ситуации, но", как ,бы видя глубоко заложенное и только ,1956,нехудожественная,мемуары,"Исходил он из реального, конкретного, не выдумывая о человеке или ситуации, но как бы видя глубоко заложенное и только требующее поэтического раскрытия.   [H. A. Павлович. Как создавался киносценарий «Зовущие зори» (1956)] [омонимия не снята]",CONJ,PRCL
"Темном ( в самый тот день,", как ,"Хан Татарский отпустил его из плена), ",1802,нехудожественная,комментарий,"Летописи наши говорят о землетрясении, которое случилось в Москве при Князе Василье Васильевиче Темном ( в самый тот день, как Хан Татарский отпустил его из плена), и которое ужаснуло народ: ибо он, по невежеству и суеверию, вообразил, что сей естественный случай предзнаменует моральные и государственные бедствия: как будто бы тогдашняя Москва еще мало страдала, видя Князя своего в бесчестном плену, Татар властелинами России, все [[Н. М. Карамзин]. Известия и Замечания // «Вестник Европы», 1802] [омонимия не снята]",NOUN,NOUN
"прошения о вызове новых свидетелей,", как ,"поданного в установленный срок, но поступившего ",1878,нехудожественная,указ,"В приведенном решении правительствующий сенат, признавая совершенно правильной жалобу Томилина на не рассмотрение судом прошения о вызове новых свидетелей, как поданного в установленный срок, но поступившего лишь несвоевременно в суд после постановления по делу приговора, нашел, что нарушение это не может быть признано существенным потому, что на основании статьи 575 Уст. [[Александр II]. Указ его императорского величества самодержца всероссийского из правительствующего сената Новгородскому и С.-Петербургскому окружным судам (1878)] [омонимия не снята]",NOUN,PRTF
"пришлось увести из ложи, так", как ,"он испугался шума, раздающегося во время ",1910,бытовая,"дневник, записные книжки","Ребята остались очень довольны, особенно Вася, хотя в первом действии его пришлось увести из ложи, так как он испугался шума, раздающегося во время разных волшебных превращений.   [А. А. Аллендорф. Дневник (1910)] [омонимия не снята]",CONJ,NPRO
"Женя окидывает взглядом комнату,", как ,будто видит первый раз за неделю.,2008,художественная,рассказ,"Женя окидывает взглядом комнату, как будто видит первый раз за неделю. [А. А. Андронова. Золотая рыбка (2008)] [омонимия не снята]",NOUN,CONJ
"удастся жить мирно и уютно,", как ,бы мне этого хотелось.,1907,бытовая,"дневник, записные книжки","Неужели не удастся жить мирно и уютно, как бы мне этого хотелось. [А. А. Аллендорф. Дневник (1907)] [омонимия не снята]",ADJS,PRCL
оных прогонов давать по вышеписанному, как ,"определено о работниках, которые будут с ",1724,нехудожественная,указ,"до первого яму прибудут, тогда також дни переменя ямскими отпускать без всякого задержания: а за те уездные подводы давать прогонов на каждую лошадь, зимою по однои денге, а в летнее время по копеике на версту, а за простои сверх оных прогонов давать по вышеписанному как определено о работниках, которые будут с лошадми, а где ямы есть тут уездных подвод брать не велено, а [[Петр I]. Плакат о зборе подушном и протчем (1724)] [омонимия не снята]",PRTF,PRTS
"ка на кровлю, Касим; посмотри,", как ,падает за горы солнышко: не краснеет ,1836,художественная,повесть,"Взойди- ка на кровлю, Касим; посмотри, как падает за горы солнышко: не краснеет ли запад, не сбираются ли тучи на небе?    [А. А. Бестужев-Марлинский. Мулла-Нур (1836)] [омонимия не снята]",VERB,VERB
независимость судебной власти; но естьли (, как ,слышно) дадут Сенату право уничтожать решение ,1802,нехудожественная,статья,"Конституция утверждает независимость судебной власти; но естьли ( как слышно) дадут Сенату право уничтожать решение судов, естьли он по воле своей будет отрешать Присяжных ( Jury) *, то не исчезнет ли сия независимость?  [[Н. М. Карамзин]. Истинный смысл народного согласия на вечное Консульство Наполеона Бонапарте. Сочинение Камиля Жордана // «Вестник Европы», 1802] [омонимия не снята]",VERB,ADJS
и только мы осознали его, как ,локализацию материала; мы сквозь форму идем ,1922-1923,нехудожественная,обращение,"Мастера всех веков предчувствовали конструктивизм, и только мы осознали его как локализацию материала; мы сквозь форму идем в форму форм ― мы растем.   [A. Н. Чичерин, И. Л. Сельвинский. Клятвенная конструкция конструктивистов-поэтов (1922-1923)] [омонимия не снята]",NPRO,NOUN
"ненавидели поэта и извергли его,", как ,"инородное тело, из своей среды.",1961,нехудожественная,эссе,"Мой предшественник П. Е. Щеголев кончает свой труд о дуэли и смерти Пушкина рядом соображений, почему высший свет, его представители ненавидели поэта и извергли его, как инородное тело, из своей среды. [А. А. Ахматова. Слово о Пушкине (1961)] [омонимия не снята]",NPRO,ADJF
"котом, фу… Буду коллегам рассказывать,", как ,"у меня кот ел, как спал.",2008,художественная,рассказ,"Ну, кота…» Одинокая женщина с котом, фу… Буду коллегам рассказывать, как у меня кот ел, как спал. [А. А. Андронова. Вариант нормы (2008)] [омонимия не снята]",INFN,PREP
"не стороны хватать, но порядком,", как ,в воинских чинах производятца.,1722,нехудожественная,закон,"И дабы впредь на ваканцыи не стороны хватать, но порядком, как в воинских чинах производятца. [[Петр I]. Табель о рангах всех чинов, воинских, статских и придворных (1722)] [омонимия не снята]",ADVB,PREP
"но и лишались имений своих,", как ,нерадивые о своем и потомков своих ,1762,нехудожественная,манифест,"Правда, что таковые учреждения, хотя и в начале частию казались тягостными и несносными для дворянства, лишаться покоя, отлучаться домов, продолжать против воли своей самим военную и другие службы, и детей своих в оных записывать, от которой некоторые укрывались, подвергая себя за то не только штрафам, но и лишались имений своих, как нерадивые о своем и потомков своих добре.   [[Петр III]. Манифест о даровании вольности и свободы всему российскому дворянству (1762)] [омонимия не снята]",ADJF,ADJF
"свой перстень, и смотрит гордо", как ,победитель.,1802,нехудожественная,статья,"Рассыльщики живут не далеко от Прокуроров, Аптекари от Докторов, торгующие винами от красильщиков, а лихоимцы от игроков… Один, проиграв деньги, бежит заложить свою табакерку, чтобы отыграться; другой, взяв пароли, спешит выкупить свой перстень, и смотрит гордо как победитель. [[Н. М. Карамзин]. Волшебной фонарь или картина Парижа // «Вестник Европы», 1802] [омонимия не снята]",ADVB,NOUN
"по коим названы уезды, так", как ,село Засуху под названием,1781,нехудожественная,указ,"Всемилостивейше повелеваем Нашему Генералу- Фельдмаршалу и Малороссийскому Генералу- Губернатору Графу Румянцову- Задунайском в Генваре следующего 1782 года исполнить по учреждениям Нашим от 7 Ноября 1775 года, в Новгородском- Северском Наместничестве, составя оное из одиннадцати уездов, и, именно: Новгородского- Северского, Стародубского, Погарского, Мглинского, Глуховского, Кролевецкого, Коропского, Сосницкого, Копотопского, Новоместского и Суражского, вследствие чего местечки, по коим названы уезды, так как село Засуху под названием [[Екатерина II]. Указ Именной, данный Сенату 16 сентября 1781 года. Об Учреждении Новгородского-Северскаго Наместничества (1781)] [омонимия не снята]",CONJ,VERB
"Bon Dieu,", как ,вы злы! ,1833,художественная,повесть,"Bon Dieu, как вы злы!  [А. А. Бестужев-Марлинский. Фрегат «Надежда» (1833)] [омонимия не снята]",LATN,NPRO
"Повиноваться должно было, но", какъ ,"схватить Львова: генералъ въ лентѣ, старикъ, ",1841,нехудожественная,мемуары,"Повиноваться должно было, но какъ схватить Львова: генералъ въ лентѣ, старикъ, любимый царицею; ну — какъ осердится: бѣда, опять розги!  [А. А. Башилов. [Дворцовыя забавы] (1841)] [омонимия не снята]",CONJ,INFN
утра и вечеры и полдень (, как ,о том установлено уже и публиковано ,1715,нехудожественная,устав,"Служба божия имеет отправлятися по вся утра и вечеры и полдень ( как о том установлено уже и публиковано в печатных молитвах) с пением и молением, в лагерях. [[Петр I]. Артикул воинский (1715)] [омонимия не снята]",NOUN,PREP
"А некрещенных,", как ,"и выше показано, ни под каким ",1742,нехудожественная,указ,"А некрещенных, как и выше показано, ни под каким претекстом никому не держать. [[Елизавета Петровна]. Указ Именной 2 декабря 1742 года. О высылке как из Великороссийских, так и из Малороссийских городов, сел и деревень, всех Жидов, какого бы кто звания и достоинства ни был, со всем их имением за границу и о невпускании оных на будущее время в Россию, (1742)] [омонимия не снята]",ADJF,CONJ
"Но будущее, которое,", как ,"известно, бросает свою тень задолго перед ",1959-1964,нехудожественная,мемуары,"Но будущее, которое, как известно, бросает свою тень задолго перед тем, как войти, стучало в окно, пряталось за фонарями, пересекало сны и пугало страшным бодлеровским Парижем, который притаился где-то рядом. [А. А. Ахматова. Амедео Модильяни (1959-1964)] [омонимия не снята]",ADJF,PRED
"внутренней нигде не брать, которую", как ,"иностранные и российские купцы в привозных, ",1753,нехудожественная,указ,"внутренней нигде не брать, которую как иностранные и российские купцы в привозных, так подданные наши с отвозных товаров платить имеют, ибо подданные наши российские купцы внутри государства нашего всякие товары продавать и покупать будут безпошлинно, которой пошлины с одного товара с продажи и с покупки в один ряд бывает в платеже по гривне с рубля, а с перепродажи один другому сверх того пошлину ж платили, и тако с [[Елизавета Петровна]. Указ «Об уничтожении внутренних таможенных и мелочных сборов» (1753)] [омонимия не снята]",ADJF,ADJF
"приняв в свою команду,", как ,"тамо находящиеся войска, так и отправленных ",1773,нехудожественная,"манифест, указ","приняв в свою команду, как тамо находящиеся войска, так и отправленных из Москвы 300 человек рядовых, при генерал- маиоре Фреймане, да из Нова- города гренадерскую роту, равномерно ж, если в том нужду усмотрите, башкирцев и поселенных в Казанской губернии отставных столько, сколько надобность потребует, учинить над оным злодеем поиск и стараться, как самого его, так и злодейскую его шайку переловить, и тем все [[Екатерина II]. Манифесты и Указы, относящиеся к пугачевскому бунту (1773)] [омонимия не снята]",NOUN,NOUN
"мочно, чтоб о том советовали,", как ,"то чинить; но когда положат, тогда ",1720,нехудожественная,устав,"Дела разумеются, о которых надлежит письменный указ, те, которые в действо производить, а не те, которые к сочинению действа надлежат, например, надлежит собрать деньги или провиант, тогда и словами приказать мочно, чтоб о том советовали, как то чинить; но когда положат, тогда доложить, так ли быть, и когда апробуется, тогда не производить в дело без письменного указа. [[Петр I]. Генеральный регламент (1720)] [омонимия не снята]",VERB,CONJ
9) Но, как ,мы сие наше всемилостивейшее учреждение всему ,1762,нехудожественная,манифест,"9) Но как мы сие наше всемилостивейшее учреждение всему благородному дворянству, на вечные времена фундаментальным и непременным правилом узаконяем, то в заключение сего, мы нашим императорским словом, наиторжественнейшим образом утверждаем, навсегда сие свято и ненарушимо содержать в постановленной силе и преимуществах и нижепоследующие по нас законные наши наследники в отмену сего в чем-либо поступить могут, ибо сохранение сего нашего узаконения будет им непоколебимым [[Петр III]. Манифест о даровании вольности и свободы всему российскому дворянству (1762)] [омонимия не снята]",CONJ,NPRO
Она состоитъ равно, какъ ,каждая изъ шести предыдущихъ тетрадей въ ,1795,нехудожественная,объявление,"Она состоитъ равно какъ каждая изъ шести предыдущихъ тетрадей въ 5 чисто раскрашенныхъ рисункахъ, на коихъ представлены слѣдующіе предмѣты: 6 четвероногихъ животныхъ доставляющихъ намъ красивые мѣха, какъ то: сѣверная Американская выдра, морская выдра, куница, соболь, горностай и бѣлка; 6 различныхъ медвѣжьихъ породъ, какъ то: темнобурой, черной и бѣлый медвѣдь, Американской ракунъ, барсукъ и россомаха или прожора; 4 достопамятные въ торговлѣ рыбы семга, тунецъ [[Издатели]. Повѣстка къ магазину для распространенія общеполезныхъ знаній и изобрѣтеній. № 2. февралъ 1795 // Магазинъ общеполезныхъ знаній и изобрѣтеній съ присовокупленіемъ моднаго журнала, раскрашенныхъ рисунковъ, и музыкальныхъ нотъ.Часть первая. cъ Генваря до Іюня, 1795] [омонимия не снята]",CONJ,ADJF
"землетрясение почти столь же обыкновенно,", как ,у нас сильная гроза летом; но ,1802,нехудожественная,комментарий,"Вообразим жителей островов Антильских, Филиппинских, Архипелага, Сицилии, особливо Япона: там землетрясение почти столь же обыкновенно, как у нас сильная гроза летом; но они спокойно наслаждаются жизнию!  [[Н. М. Карамзин]. Известия и Замечания // «Вестник Европы», 1802] [омонимия не снята]",ADVB,PREP
У Таланцевых урок прошёл, как ,"обыкновенно, опять читала Боре наставление и ",1905,бытовая,"дневник, записные книжки","У Таланцевых урок прошёл как обыкновенно, опять читала Боре наставление и упрекала его в лености, но, в общем, разошлись мы довольно мирно.   [А. А. Аллендорф. Дневник (1905)] [омонимия не снята]",VERB,ADVB
"весь сад мечется под ветром,", как ,в стихах Пастернака.,1927,бытовая,письмо личное,"Липы, что перед окном, еще совсем черны, клены чуть зазеленели, и весь сад мечется под ветром, как в стихах Пастернака. [А. А. Ахматова. Письма Н. Н. Пунину (1927)] [омонимия не снята]",NOUN,PREP
"Не успела уйти Нюся,", как ,пришла Е. И. Соколова и просидела ,1918,бытовая,"дневник, записные книжки","Не успела уйти Нюся, как пришла Е. И. Соколова и просидела у меня до 2 ч. [А. А. Аллендорф. Дневник (1918)] [омонимия не снята]",NOUN,ADJS
"Это приятно, так", как ,дождя нет.,1905,бытовая,"дневник, записные книжки","Это приятно, так как дождя нет. [А. А. Аллендорф. Дневник (1905)] [омонимия не снята]",CONJ,NOUN
посредство и схватить безоружных людей, как ,"преступников ― самых тех, которых Бонапарте звал ",1802,нехудожественная,комментарий,"Когда бы Сейм сопротивлялся, тогда бы Генерал Ней имел неограниченное право завоевателей; но обещать мирное посредство и схватить безоружных людей как преступников ― самых тех, которых Бонапарте звал в Париж для совета, и которые торжественно объявили, что они не хотят противиться силе ― кажется нам великою несправедливостию. [[Н. М. Карамзин]. Политика // «Вестник Европы», 1802] [омонимия не снята]",NOUN,NOUN
льняные и пеньковые промыслы ( например, как ,обыкновенно промышляют льном во Пскове и ,1715-1721,нехудожественная,указ,"Великий государь указал: во всех губерниях размножить льняные и пеньковые промыслы ( например как обыкновенно промышляют льном во Пскове и в Вязниках, а пенькою во Брянску и в других городах), и для того приготовляли б земли и прибавливали бы севу на всякой год. [[Петр I]. Хозяйственные указы (1715-1721)] [омонимия не снята]",CONJ,ADVB
"фонарь, аптека,  Нева, безмолвие, гранит.", Как ,"памятник началу века,  Там этот человек ",1965,нехудожественная,мемуары,"фонарь, аптека,  Нева, безмолвие, гранит. Как памятник началу века,  Там этот человек стоит ―  Когда он Пушкинскому Дому,  Прощаясь, помахал рукой И принял смертную истому Как незаслуженный покой. [А. А. Ахматова. Воспоминания об Александре Блоке (1965)] [омонимия не снята]",NOUN,NOUN
"Дискуссии о том,", как ,"учить детей литературе, идут не первый ",2016,нехудожественная,"интервью, статья","Дискуссии о том, как учить детей литературе, идут не первый десяток лет. [А. А. Архангельский, А. А. Данилова. В чем проблемы преподавания литературы в школе?-Александр Архангельский // 2016] [омонимия не снята]",ADJF,INFN
"его боли очень естественны, так", как ,он ведёт теперь такой спокойный образ ,1901,бытовая,"дневник, записные книжки","Про Женю Семён Ник. сказал, что его боли очень естественны, так как он ведёт теперь такой спокойный образ жизни, отчего у него и сделался застой крови. [А. А. Аллендорф. Дневник (1901)] [омонимия не снята]",CONJ,NPRO
"так на пример, говорит он,", как ,"один конец палки гнетет меня, естьли ",1802,нехудожественная,очерк,"Декарт приписывал свет действию шариков, рассеянных во вселенной и гнетущих наши глаза, когда солнце толкает их, так на пример, говорит он, как один конец палки гнетет меня, естьли толкну ее к себе с другого конца. [[Н. М. Карамзин]. О Воображении (перевод) // «Вестник Европы», 1802] [омонимия не снята]",NPRO,ADJF
"Всем известно,", как ,"старики и старухи безобразны, но императрицы ",1841,нехудожественная,мемуары,"Всем известно, как старики и старухи безобразны, но императрицы лицо было так привлекательно, улыбка такая очаровательная, осанка такая важная, что вселяет любовь и такое уважение, какое мудрено видеть. [А. А. Башилов. Молодость А. А. Башилова (1841) // Заря, 1871] [омонимия не снята]",PRED,NOUN
"от самолюбия, а для того", как ,весело рассказать своим близким сердцу не ,1841,нехудожественная,мемуары,"Чего в жизни и в свете ни случится от неразмышления, от строптивости, от горячности, от самонадеянности и даже от самолюбия, а для того как весело рассказать своим близким сердцу не повесть, а былое ― и хорошее, и худое, и даже полезное!  [А. А. Башилов. Молодость А. А. Башилова (1841) // Заря, 1871] [омонимия не снята]",ADJF,ADVB
"положиться на текст Милюкова, так", как ,"первый том его « Исторіи», приближающейся к ",1940-1954,нехудожественная,монография,"Казалось, можно было положиться на текст Милюкова, так как первый том его « Исторіи», приближающейся к воспоминаніям, написан был в Кіевѣ в 18- ом году в період политическаго полубездѣлія автора. [C. П. Мельгунов. Мартовскіе Дни 1917 года (1940-1954)] [омонимия не снята]",CONJ,ADJF
Панель., Как ,видно из рис.,1928,нехудожественная,статья,"Панель. Как видно из рис. [H. Кузнецов. Регенеративный приемник с переходом на детектор // «Радио Всем», 1928] [омонимия не снята]",NOUN,CONJ
"Помню,", как ,помогала школьному врачу приводить в чувство ,2015.10.27,нехудожественная,интервью,"Помню, как помогала школьному врачу приводить в чувство детей, упавших в обморок. [C. М. Толстая, Л. Ермолинская. Этнолингвист Светлана Толстая: Нас обвиняли в том, что мы проповедуем религию (2015.10.27) // Православие и мир (pravmir.ru), 2015] [омонимия не снята]",VERB,VERB
