Left context,Center,Right context,Created,Sphere,Type,Full context,Left_context_POS,Right_context_POS
Как, бу́дто ,ли́чный авто́бус.  ,1977,кино,"кинодрама, экранизация","Как бу́дто ли́чный авто́бус.   [Гавриил Троепольский, Станислав Ростоцкий. Белый Бим, Черное ухо, к/ф (1977)] [омонимия не снята]",CONJ,ADJF
Домо́й прихожу́ / а о́н как, бу́дто ,уж винова́т пе́редо мно́й / во́т смо́трит / ,2007,кино,кинодрама,"Домо́й прихожу́ / а о́н как бу́дто уж винова́т пе́редо мно́й / во́т смо́трит / и улы́бка во́т э́та во́т та́к во́т… смо́трит / и́… И вро́де же я́ пра́в!  [Александр Новотоцкий-Власов, Владимир Моисеенко, Никита Михалков. Двенадцать, к/ф (2007)] [омонимия не снята]",CONJ,ADVB
, Бу́дто ,в песо́к зары́лся.  ,2005,кино,"кинодрама, экранизация","Бу́дто в песо́к зары́лся.   [Гиви Шавгулидзе, Мариэтта Захарян, Николай Гоголь, Павел Лунгин, Юрий Арабов. Дело о «Мертвых душах» / к/ф (2005)] [омонимия не снята]",,PREP
А ведь хо́дят та́к /, бу́дто ,бы ве́сь ми́р и на́ше село́ / ,1968,кино,"кинокомедия, киномюзикл","А ведь хо́дят та́к / бу́дто бы ве́сь ми́р и на́ше село́ / и́хнее хозя́йство!    [Владимир Масс, Олег Николаевский. Трембита, к/ф (1968)] [омонимия не снята]",NOUN,PRCL
мы́ должны́ дра́ться та́к… как, бу́дто ,они́ все́ иду́т в ата́ку! ,1942,кино,"кино военное, экранизация","Но сего́дня мы́ должны́ дра́ться та́к… как бу́дто они́ все́ иду́т в ата́ку!  [Александр Птушко, Александр Столпер, Борис Иванов, Константин Симонов. Парень из нашего города, к/ф (1942)] [омонимия не снята]",CONJ,UNKN
ле́т два́дцать тому наза́д зде́сь, бу́дто ,бы упа́л метеори́т.,1970,кино,кинодрама,"Приме́рно ле́т два́дцать тому наза́д зде́сь бу́дто бы упа́л метеори́т. [Андрей Смирнов, Вадим Трунин. Белорусский вокзал, к/ф (1970)] [омонимия не снята]",VERB,PRCL
Как, бу́дто ,мы́ слы́шим и́х голоса́… ви́дим и́х ,1942,кино,"кино военное, экранизация","Как бу́дто мы́ слы́шим и́х голоса́… ви́дим и́х глаза́… кото́рые не мо́жет ни закры́ть сме́рть / ни засы́пать земля́!  [Александр Птушко, Александр Столпер, Борис Иванов, Константин Симонов. Парень из нашего города, к/ф (1942)] [омонимия не снята]",CONJ,UNKN
нога́ми дви́гает ло́вко / а са́м, бу́дто ,спи́т.  ,1974,кино,киноповесть,"О́н нога́ми дви́гает ло́вко / а са́м бу́дто спи́т.   [Александр Александров, Сергей Соловьев. Сто дней после детства, к/ф (1974)] [омонимия не снята]",NOUN,NOUN
лю́бят про́сто так болта́ть / как, бу́дто ,ни о чём.,1973,"монолог научный, устная публичная речь",беседа,"Мужчи́ны в о́бщей сло́жности / ока́зывается / говоря́т бо́льше / но / пра́вда / они́ говоря́т всегда́ вот на определённую те́му / а же́нщины лю́бят про́сто так болта́ть / как бу́дто ни о чём. [Т.Г. Винокур. Беседа о русском языке на ""Радио России"" (1973) // Фонотека ИРЯ им. В.В. Виноградова РАН / опубл.: Незабытые голоса России:  Звучат голоса отечественных филологов. Вып. 1. М.: ЯСК, 2009] [омонимия не снята]",CONJ,PRCL
Че́м же обра́дуете?, Бу́дто ,не зна́ешь? ,1964,кино,"кинокомедия, экранизация","Че́м же обра́дуете? Бу́дто не зна́ешь?  [Александр Островский, Константин Воинов. Женитьба Бальзаминова, к/ф (1964)] [омонимия не снята]",VERB,PRCL
вы́ с ни́м удали́лись / Ка, бу́дто ,что́-то хо́чет сообщи́ть ва́м / одному́!   ,1979,кино,"кино приключенческое, кинобоевик","О́н по́дал зна́к / что́б вы́ с ни́м удали́лись / Ка бу́дто что́-то хо́чет сообщи́ть ва́м / одному́!    [Борис Дуров, Станислав Говорухин. Пираты XX века, к/ф (1979)] [омонимия не снята]",UNKN,UNKN
всё / в себя́ смо́трит / как, бу́дто ,ви́дит та́м чего́-то.,1977,кино,"кинокомедия, киномелодрама","Я́ своего́- то ра́ньше совсе́м не понима́ла / сиди́т себе / сиди́т / ти́хо та́к сиди́т / и всё / в себя́ смо́трит / как бу́дто ви́дит та́м чего́-то. [Алексей Коренев, Валентин Азерников. По семейным обстоятельствам, к/ф (1977)] [омонимия не снята]",CONJ,VERB
Ага́?, Бу́дто ,не мо́жет управля́ть госуда́рством просто́й рабо́чий ,1992,кино,"кинокомедия, экранизация","Ага́? Бу́дто не мо́жет управля́ть госуда́рством просто́й рабо́чий и к… Ка́ждая куха́рка мо́жет научи́ться управля́ть госуда́рством?  [Владимир Студенников, Михаил Григорьев, Сергей Довлатов. Комедия строгого режима, к/ф (1992)] [омонимия не снята]",UNKN,PRCL
себя́ с ни́м держа́ть та́к /, бу́дто ,всё у тебя́ вы́шло.,1968,кино,киномелодрама,"А та́к вот встре́тишь незнако́мого челове́ка / о́н о тебе́ ничего́ не зна́ет / и ты́ мо́жешь себя́ с ни́м держа́ть та́к / бу́дто всё у тебя́ вы́шло. [Георгий Натансон, Эдвард Радзинский. Еще раз про любовь, к/ф (1968)] [омонимия не снята]",NOUN,ADJF
Ну̀-ну́ / что́ ты́ спра́шиваешь / как, бу́дто ,са́м не зна́ешь.  ,1940,кино,кинодетектив,"Ну̀-ну́ / что́ ты́ спра́шиваешь / как бу́дто са́м не зна́ешь.   [Александр Мачерет, Юрий Олеша. Ошибка инженера Кочина, к/ф (1940)] [омонимия не снята]",CONJ,NOUN
А поёшь /, бу́дто ,тебя́ давно́ утопи́ли!   ,1968,кино,"кино детское, киносказка","А поёшь / бу́дто тебя́ давно́ утопи́ли!    [Александр Роу, Михаил Вольпин, Николай Эрдман. Огонь, вода и... медные трубы, к/ф (1968)] [омонимия не снята]",VERB,UNKN
Как, бу́дто ,ты́ жи́ть без э́того не мо́жешь! ,1985,кино,киномелодрама,"Как бу́дто ты́ жи́ть без э́того не мо́жешь!  [Александр Бородянский, Карен Шахназаров. Зимний вечер в Гаграх, к/ф (1985)] [омонимия не снята]",CONJ,UNKN
не хоте́лось / чтоб вы́… поду́мали…, бу́дто ,о́н… пье… пьёт.,2007,кино,кинокомедия,"Вы́ зна́ете… мне́ бы о́чень не хоте́лось / чтоб вы́… поду́мали… бу́дто о́н… пье… пьёт. [Алексей Слаповский, Анатолий Максимов, Константин Эрнст, Тимур Бекмамбетов. Ирония судьбы. Продолжение, к/ф (2007)] [омонимия не снята]",UNKN,UNKN
А говори́ли /, бу́дто ,комиссова́ли тя́ вчисту́ю?   ,2004,кино,"кино военное, кинодрама","А говори́ли / бу́дто комиссова́ли тя́ вчисту́ю?    [Вячеслав Никифоров, Юрий Черняков. На безымянной высоте, к/ф (2004)] [омонимия не снята]",VERB,VERB
Ты́ как, бу́дто ,не разучи́лся.  ,1963,кино,"кино революционное, кинодрама, экранизация","Ты́ как бу́дто не разучи́лся.   [Всеволод Вишневский, Самсон Самсонов, Софья Вишневецкая. Оптимистическая трагедия, к/ф (1963)] [омонимия не снята]",CONJ,PRCL
Во́т и ска́зывают /, бу́дто ,э́то на́ш / Дани́лушка.  ,1946,кино,"киносказка, экранизация","Во́т и ска́зывают / бу́дто э́то на́ш / Дани́лушка.   [Александр Птушко, Павел Бажов. Каменный цветок, к/ф (1946)] [омонимия не снята]",VERB,ADJS
тебе́ по секре́ту / хо́дют слу́хи /, бу́дто ,вла́сть переме́нится.,1979,кино,"кинопритча, кинофантастика","Скажу́ тебе́ по секре́ту / хо́дют слу́хи / бу́дто…вла́сть переме́нится. [Андрей Тарковский, Аркадий Стругацкий, Борис Стругацкий. Сталкер, к/ф (1979)] [омонимия не снята]",NOUN,NOUN
Как, бу́дто ,ка́жется.,1940,кино,кинокомедия,"Как бу́дто / ка́жется. [Алексей Файко, Анатолий Гранберг, Константин Юдин. Сердца четырех, к/ф (1940)] [омонимия не снята]",CONJ,VERB
на про́шлых э… ле́кциях / как, бу́дто ,я́ / как мне́ ка́жется / э… ну́ / ,2012,устная непубличная речь,беседа,"И / зна́чит / на про́шлых э… ле́кциях / как бу́дто / я́ / как мне́ ка́жется / э… ну́ / постара́лся убеди́ть ва́с в то́м / что еди́ной зада́чи не то́лько у все́х иску́сств от архитекту́ры до́… до бале́та / но и да́же у литерату́ры / основно́й из иску́сств / не существу́ет / а пото́м потому́ / как язы́ку сво… язы́к существу́ет для выполне́ния са́мых ра́зных зада́ч / обслу́живает челове́ка в са́мых ра́зных… в ра́зные моме́нты [Т.В. Богатова, Ю.А. Золотов. Беседа Т.В. Богатовой с Ю.А. Золотовым (2012) // http://oralhistory.ru/] [омонимия не снята]",CONJ,UNKN
так темно / жутко / и как, будто ,они тут / с нами».,1968,устная публичная речь,беседа,"Особенно это чувствуешь сейчас / когда вот так темно / жутко / и как будто они тут / с нами». [А.В. Азарх-Грановская, В.Д.Дувакин. Беседы с А.В. Азарх-Грановской: Беседы 1-3 (1968) // «Собрание фонодокументов имени В.Д. Дувакина» Отдела устной истории Научной библиотеки МГУ им. М.В. Ломоносова, 2001] [омонимия не снята]",CONJ,NPRO
Как, бу́дто ,э́ти куски́ де́рева похо́жи на отсе́ки/ ,2010,"монолог научный, устная публичная речь",лекция,Как бу́дто э́ти куски́ де́рева похо́жи на отсе́ки/ м/ зна́ете/ как быва́ет/ фс/ сто́йло для скота́. [Вячеслав Иванов. Этрусский язык. Проект Academia (ГТРК Культура) (2010)] [омонимия не снята],CONJ,NOUN
Погова́ривают да́же /, бу́дто ,бы вы́ не бре́згуете фабрика́цией докуме́нтов.  ,1980,кино,"кино историческое, кино приключенческое","Погова́ривают да́же / бу́дто бы вы́ не бре́згуете фабрика́цией докуме́нтов.   [Александр Алов, Владимир Наумов, Михаил Шатров. Тегеран-43, к/ф (1980)] [омонимия не снята]",NOUN,PRCL
Как, бу́дто ,мастурби́рует.,1998,кино,"кинокомедия, кинофарс","Как бу́дто… мастурби́рует. [Александр Баширов. Железная пята олигархии, к/ф (1998)] [омонимия не снята]",CONJ,VERB
И как, будто ,бы весь символизм взяли.  ,1968,кино,"киносказка, мультфильм, экранизация","И как будто бы весь символизм взяли.   [Астрид Линдгрен, Борис Ларин, Борис Степанцов. Малыш и Карлсон, м/ф (1968)] [омонимия не снята]",CONJ,PRCL
зерно́ похи́тили из моего́ сундука́., Бу́дто ,"це́пи па́ли с мои́х пле́нников, и ",1941,кино,"кино детское, киносказка","зерно́ похи́тили из моего́ сундука́. Бу́дто це́пи па́ли с мои́х пле́нников, и пле́нники пошли́ на меня́. [Алексей Симуков, Валентин Кадочников, Федор Филиппов. Волшебное зерно, к/ф (1941)] [омонимия не снята]",UNKN,VERB
Как, бу́дто ,никто́ не зна́ет / что э́то Некра́сов ,1974,кино,"кино детское, кино приключенческое, кинодетектив, экранизация","Как бу́дто никто́ не зна́ет / что э́то Некра́сов написа́л.   [Анатолий Рыбаков, Николай Калинин. Бронзовая птица, к/ ф (1974)] [омонимия не снята]",CONJ,UNKN
Голова́ тряпи́цей обмо́тана /, бу́дто ,с похме́лья.  ,1980,кино,"кино военное, кинокомедия","Голова́ тряпи́цей обмо́тана / бу́дто с похме́лья.   [Виталий Шунько, Николай Литус. Дачная поездка сержанта Цыбули, к/ф (1980)] [омонимия не снята]",NOUN,PREP
Как, бу́дто ,ты́ ещё не роди́лся.,1979,кино,"кинодрама, экранизация","Как бу́дто ты́ ещё не роди́лся. [Александр Вампилов, Виталий Мельников. Отпуск в сентябре, к/ф (1979)] [омонимия не снята]",CONJ,UNKN
ты́ / мо́й дру́г / ушёл / Как, бу́дто ,не нашёл Причи́ны / что́б оста́ться О́коло ,1998,кино,"кинокомедия, кинофарс","И ты́ / мо́й дру́г / ушёл / Как бу́дто не нашёл Причи́ны / что́б оста́ться О́коло меня́ Наве́ки / навсегда́. [Александр Баширов. Железная пята олигархии, к/ф (1998)] [омонимия не снята]",CONJ,PRCL
э́то ка́к-то та́к / вокру́г. Ка, бу́дто ,не то́лько во мне́ / а гора́здо ,1971,кино,"кино историческое, кинопритча","Не́т / пра́вда / э́то не со́н / э́то ка́к-то та́к / вокру́г. Ка бу́дто не то́лько во мне́ / а гора́здо да́льше.   [Андрей Тарковский, Андрон Михалков-Кончаловский. Андрей Рублев, к/ф (1971)] [омонимия не снята]",UNKN,PRCL
Ка́к, бу́дто ,пожа́р восстаёт.,1969,кино,кино биографическое,"Ка́к бу́дто пожа́р восстаёт. [Будимир Метальников, Игорь Таланкин, Юрий Нагибин. Чайковский, к/ф (1969)] [омонимия не снята]",NOUN,NOUN
Э́… ка́жется / как, бу́дто ,мне́ его́ дала́ ма́ма.  ,1940,кино,кинокомедия,"Э́… ка́жется / как бу́дто мне́ его́ дала́ ма́ма.   [Алексей Файко, Анатолий Гранберг, Константин Юдин. Сердца четырех, к/ф (1940)] [омонимия не снята]",CONJ,UNKN
э́том та́к обы́денно говори́шь / как, бу́дто ,вы́ принима́ете ка́ждый де́нь францу́зов.,2000,кино,киномелодрама,"Ты́ об э́том та́к обы́денно говори́шь / как бу́дто вы́ принима́ете ка́ждый де́нь францу́зов. [Владимир Меньшов, Марина Мареева. Зависть богов, к/ф (2000)] [омонимия не снята]",CONJ,UNKN
направляет мяч по траектории как, будто ,перед ним чистая сетка / то есть ,2006,устная публичная речь,репортаж,"Именно в этом опасность такого блока / нападающий направляет мяч по траектории как будто перед ним чистая сетка / то есть уверенно бьёт по мячу вниз. [Александр Еременко, Тарас Тимошенко. Спортивный репортаж: волейбол. Лига чемпионов. Мужчины. «Финал четырёх». 1 / 2 финала. «Сислей» (Италия) - «Динамо» (Россия) (25.03.2006) (2006) // Т/к «Спорт», непрямой эфир] [омонимия не снята]",CONJ,PREP
Сала́зкина / и о́н меня́ уведомля́ет /, бу́дто ,бы я́ могу́ получи́ть о́чень большо́е ,2003,кино,"кинодрама, экранизация","Я́ не зна́ю / наве́рное… Я́ получи́л письмо́ в Швейца́рии из Москвы́ от господи́на Сала́зкина / и о́н меня́ уведомля́ет / бу́дто бы я́ могу́ получи́ть о́чень большо́е насле́дство. [Владимир Бортко, Федор Достоевский. Идиот, к/ф (2003)] [омонимия не снята]",VERB,PRCL
Как, бу́дто ,ему́ в Гѝтлерю́генде вкола́чивали / каки́м до́лжен ,1974,устная непубличная речь,беседа,"Как бу́дто ему́ в Гѝтлерю́генде вкола́чивали / каки́м до́лжен быть не́мец. [В.Д.Дувакин, В.Е.Ардов. Беседа В.Д. Дувакина с В.Е. Ардовым (Вторая беседа - 6 августа 1974 года) (1974) // http://oralhistory.ru/] [омонимия не снята]",CONJ,UNKN
Мне́ приви́делось /, бу́дто ,мы́ с тобо́й лети́м на таки́х ,1982,кино,киносказка,"Мне́ приви́делось / бу́дто мы́ с тобо́й лети́м на таки́х самоде́льных кры́льях или паруса́х…   [Александр Митта, Валерий Фрид, Юлий Дунский. Сказка странствий, к/ф (1982)] [омонимия не снята]",VERB,UNKN
мангу́ст съеда́ет каку́ю-то тра́вку / кото́рая, бу́дто ,бы ле́чит его́.,1965,кино,"киносказка, мультфильм","Говоря́т / что́… ужа́ленный змеёй мангу́ст съеда́ет каку́ю-то тра́вку / кото́рая бу́дто бы ле́чит его́. [Александра Снежко-Блоцкая, Л. Соломянская. Рики-Тики-Тави, м/ф (1965)] [омонимия не снята]",NOUN,PRCL
Ка́к, бу́дто ,она́ из те́х/ кото́рые хо́дят ввечеру́ ,1835-2016,художественное чтение,повесть,Ка́к бу́дто она́ из те́х/ кото́рые хо́дят ввечеру́ по Не́вскому проспе́кту/  это должна́ бы́ть о́чень зна́тная да́ма/ ― продолжа́л о́н/ вздохну́вши/ ― оди́н пла́щ на не́й сто́ит рубле́й во́семьдесят!  [Н.В. Гоголь. Невский проспект (исп. А. Бухмин) (1835-2016) // https://www.youtube.com/watch?v=AkUUAulXW7Q] [омонимия не снята],NOUN,UNKN
Та́к на меня́ смо́трит /, бу́дто ,я́ По́л По́т како́й- нить.  ,1983,кино,"кинодрама, кинокомедия","Та́к на меня́ смо́трит / бу́дто я́ По́л По́т како́й- нить.   [Алексей Дударев, Игорь Добролюбов. Белые Росы, к/ф (1983)] [омонимия не снята]",NOUN,UNKN
хо́чется сра́зу отве́ргнуть распространённое мне́ние/, бу́дто ,гла́вный секре́т шаля́пинского возде́йствия / в небыва́лой ,1967,кино,"кинокомедия, киномюзикл","И хо́чется сра́зу отве́ргнуть распространённое мне́ние/ бу́дто гла́вный секре́т шаля́пинского возде́йствия / в небыва́лой мо́щи и красоте́ его́ певу́чего ба́са. [Андрей Тутышкин, Борис Александров, Леонид Юхвид. Свадьба в Малиновке, к/ф (1967)] [омонимия не снята]",NOUN,ADJF
Слу́шай / ты́ лета́ешь туда́-сюда́ /, бу́дто ,э́то для тя́ Лю́берцы.,1992,кино,кинодрама,"Слу́шай / ты́ лета́ешь туда́-сюда́ / бу́дто э́то для тя́ Лю́берцы. [Александр Хван, Алексей Саморядов, Петр Луцик. Дюба-Дюба, к/ф (1992)] [омонимия не снята]",UNKN,ADJS
ну почему́ вы́ та́к ду́маете /, бу́дто ,его́ кто́-то облапа́шивает / а не о́н?   ,1984,кино,"кинокомедия, киномелодрама","О́й / ну почему́ вы́ та́к ду́маете / бу́дто его́ кто́-то облапа́шивает / а не о́н?    [Владимир Гуркин, Владимир Меньшов. Любовь и голуби, к/ф (1984)] [омонимия не снята]",NOUN,UNKN
Как, бу́дто ,у на́с оно́ е́сть!   ,1978,кино,кинодрама,"Как бу́дто у на́с оно́ е́сть!    [Александр Хмелик, Михаил Козаков. Безымянная звезда, к/ф (1978)] [омонимия не снята]",CONJ,PREP
А она́ сиди́т / как, бу́дто ,ничё не происхо́дит.  ,1986,кино,кинодрама,"А она́ сиди́т / как бу́дто ничё не происхо́дит.   [Александр Бородянский, Карен Шахназаров. Курьер, к/ф (1986)] [омонимия не снята]",CONJ,NOUN
Его́ това́рищи приходи́ли, бу́дто ,почи́стить сапоги́.,1982,кино,киноповесть,"Его́ това́рищи приходи́ли бу́дто почи́стить сапоги́. [Аркадий Стругацкий, Борис Стругацкий, Константин Бромберг. Чародеи, к/ф (1982)] [омонимия не снята]",VERB,INFN
э́то пийся́т восьмо́й го́д― как, бу́дто ,в дере́вню мы́ пое́хали.  ,1966,кино,кинодетектив,"Ну в о́бщем/ а́а… вообще́/ э́то то́же хоро́шее впечатле́ние/ потому́ что мы́ бы́ли при… бы́ли в ФИА́Не/ а э́то пийся́т восьмо́й го́д― как бу́дто в дере́вню мы́ пое́хали.   [Борис Чирсков, Герберт Раппапорт, Евгений Худяков. Два билета на дневной сеанс, к/ф (1966)] [омонимия не снята]",CONJ,PREP
А о́н как, бу́дто ,не замеча́ет ничего́.,1984,кино,"кинодрама, киномелодрама, экранизация","А о́н как бу́дто не замеча́ет ничего́. [Александр Островский, Эльдар Рязанов. Жестокий романс, к/ф (1984)] [омонимия не снята]",CONJ,PRCL
Актри́са!, Бу́дто ,не ви́дит те́х ти́пчиков!   ,1962,кино,кинодрама,"Актри́са! Бу́дто не ви́дит те́х ти́пчиков!    [Александр Зархи, Василий Аксенов, Владимир Семаков, Михаил Анчаров. Мой младший брат, к/ф (1962)] [омонимия не снята]",NOUN,PRCL
Но́ет- но́ет…, бу́дто ,хоро́ших пе́сен не́ту…,2002,кино,киномелодрама,"Но́ет- но́ет… бу́дто хоро́ших пе́сен не́ту… [Валерий Тодоровский, Геннадий Островский. Любовник, к/ф (2002)] [омонимия не снята]",UNKN,PRTF
О́н де́ржится та́к / как, бу́дто ,что́-то зна́ет / но не говори́т / ве́рно? ,1984,кино,кинодрама,"О́н де́ржится та́к / как бу́дто что́-то зна́ет / но не говори́т / ве́рно?  [Анатолий Гребнев, Константин Худяков. Успех, к/ф (1984)] [омонимия не снята]",CONJ,UNKN
ей бо́гу/ в животе́ ка́к, бу́дто ,кто́ колёсами ста́л е́здить.,1841-1961,художественное чтение,повесть,А что́/ бабу́ся» / сказа́л фило́соф/ и́дя за стару́хой/ « е́сли бы та́к/ как говоря́т… ей бо́гу/ в животе́ ка́к бу́дто кто́ колёсами ста́л е́здить. [Н.В. Гоголь. Вий (исп. Б.А. Бабочкин) (1841-1961) // http://staroeradio.ru/audio/2254] [омонимия не снята],NOUN,UNKN
А ещё я́ ви́дел со́н /, бу́дто ,я́ минаре́т / а на мое́й голове́ ,1968,кино,"кинодетектив, кинодрама","А ещё я́ ви́дел со́н / бу́дто я́ минаре́т / а на мое́й голове́ крича́т вуядзи́ны. [Борис Можаев, Владимир Назаров. Хозяин тайги, к/ф (1968)] [омонимия не снята]",NOUN,UNKN
ни в чём не быва́ло /, бу́дто ,мы́ с ни́м ста́рые прия́тели.,1967,кино,"киномелодрама, киноповесть","Снача́ла чу́ть на́с не утопи́л / а тепе́рь подми́гивает / как ни в чём не быва́ло / бу́дто мы́ с ни́м ста́рые прия́тели. [Анатолий Гребнев, Марлен Хуциев. Июльский дождь, к/ф (1967)] [омонимия не снята]",VERB,UNKN
говорю́ с тобо́й / и как, бу́дто ,сплю́ и ви́жу её во сне́…,1984,кино,кинокомедия,"Я́ говорю́ с тобо́й / и как бу́дто сплю́ и ви́жу её во сне́… [Анатолий Гребнев, Виктор Трегубович. Прохиндиада, или Бег на месте, к/ф (1984)] [омонимия не снята]",CONJ,UNKN
Расстава́ться на́до та́к / как, бу́дто ,за́втра встре́тимся.,1993,кино,киномелодрама,"Расстава́ться на́до та́к / как бу́дто за́втра встре́тимся. [Валерий Тодоровский, Дмитрий Месхиев. Над темной водой, к/ф (1993)] [омонимия не снята]",CONJ,ADVB
мину́ту поговори́шь / и тако́е впечатле́ние /, бу́дто ,прочёл большу́ю энциклопе́дию.  ,1972,кино,"кинодрама, кинопритча, кинофантастика","С Ва́ми мину́ту поговори́шь / и тако́е впечатле́ние / бу́дто прочёл большу́ю энциклопе́дию.   [Андрей Тарковский, Станислав Лем, Фридрих Горенштейн. Солярис, к/ф (1972)] [омонимия не снята]",NOUN,VERB
Э́то страши́лище ви́жу /, бу́дто ,обнима́ет она́ меня́ вот та́к двумя́ ,1978,кино,"кинокомедия, киномюзикл, экранизация","Э́то страши́лище ви́жу / бу́дто обнима́ет она́ меня́ вот та́к двумя́ рука́ми… Над ресни́цами плывё…. [Александр Цагарели, Борис Рацер, Владимир Константинов, Георгий Товстоногов, Юрий Аксенов. Ханума (телеспектакль) (1978)] [омонимия не снята]",NOUN,VERB
О́ / как, бу́дто ,бы у меня́ ча́йник стащи́ли.  ,1936,кино,"кино биографическое, кино революционное","О́ / как бу́дто бы у меня́ ча́йник стащи́ли.   [Александр Зархи, Иосиф Хейфиц, Леонид Любашевский, Леонид Рахманов. Депутат Балтики, к/ф (1936)] [омонимия не снята]",CONJ,PRCL
Во всём себе́ отка́зываю / повора́чиваюсь /, бу́дто ,во́р на я́рмарке / а я́ ведь ,1984,кино,"кинодрама, киномелодрама, экранизация","Во всём себе́ отка́зываю / повора́чиваюсь / бу́дто во́р на я́рмарке / а я́ ведь ещё не ста́рая же́нщина / могла́ бы и себе́ па́ртию найти́.   [Александр Островский, Эльдар Рязанов. Жестокий романс, к/ф (1984)] [омонимия не снята]",VERB,NOUN
Та́к говори́шь / как, бу́дто ,мы́ за́втра расстаёмся.  ,1937,кино,"кино детское, кино приключенческое, экранизация","Та́к говори́шь / как бу́дто мы́ за́втра расстаёмся.   [Валентин Катаев, Владимир Легошин. Белеет парус одинокий, к/ф (1937)] [омонимия не снята]",CONJ,UNKN
на́ших дете́й воспринима́ла та́к / как, бу́дто ,э́то её что́ / то тако́е своё.,2004,кино,"кино военное, кинодрама","Она́ на́ших дете́й воспринима́ла та́к / как бу́дто э́то её что́ / то тако́е своё. [Валентин Черных, Дмитрий Месхиев. Свои, к/ф (2004)] [омонимия не снята]",CONJ,ADJS
Всё как, бу́дто ,та́к и на́до.,1968,кино,киномелодрама,"Всё как бу́дто та́к и на́до. [Георгий Натансон, Эдвард Радзинский. Еще раз про любовь, к/ф (1968)] [омонимия не снята]",CONJ,NOUN
говоря́т / про сва́дьбу уж ду́мает., Бу́дто ,в клу́бе бу́дет.  ,1978,кино,киномелодрама,"говоря́т / про сва́дьбу уж ду́мает. Бу́дто в клу́бе бу́дет.   [Виктор Мережко, Леонид Марягин. Вас ожидает гражданка Никанорова, к/ф (1978)] [омонимия не снята]",VERB,PREP
О́н ви́дит /, бу́дто ,бы княжна́ Над тёмной бе́здны глубино́ю ,1937,кино,"кино детское, кино приключенческое, экранизация","О́н ви́дит / бу́дто бы княжна́ Над тёмной бе́здны глубино́ю Стои́т / недви́жна и бледна́.   [Валентин Катаев, Владимир Легошин. Белеет парус одинокий, к/ф (1937)] [омонимия не снята]",VERB,PRCL
его́ старомо́дные доброде́тели всегда́ нагото́ве /, бу́дто ,стру́ны а́рфы / то́лько дотро́ньтесь / и заигра́ют.  ,1957,кино,"кинодрама, киномелодрама, экранизация","Ва́ше высо́чество / его́ старомо́дные доброде́тели всегда́ нагото́ве / бу́дто стру́ны а́рфы / то́лько дотро́ньтесь / и заигра́ют.   [Григорий Козинцев, Евгений Шварц, Сааведра Мигель Сервантес. Дон Кихот, к/ф (1957)] [омонимия не снята]",NOUN,ADJS
Ну зна́ешь / я́, бу́дто ,с ума́ схожу́! ,1976,кино,киноповесть,"Ну зна́ешь / я́ бу́дто с ума́ схожу́!  [Борис Рыцарев, Ганс-Христиан Андерсен, Феликс Миронер. Принцесса на горошине, к/ф (1976)] [омонимия не снята]",UNKN,PREP
Почему́ вы́ та́к говори́те /, бу́дто ,не хоти́те лете́ть?   ,1965,кино,кинокомедия,"Почему́ вы́ та́к говори́те / бу́дто не хоти́те лете́ть?    [Александр Галич, Борис Ласкин, Эльдар Рязанов. Дайте жалобную книгу!, к/ф (1965)] [омонимия не снята]",NOUN,PRCL
у меня́ сда́вливает от ра́дости /, бу́дто ,из пу́шки кто́ в упо́р садану́л.  ,1970,устная публичная речь,беседа,"То́лько дыха́ние у меня́ сда́вливает от ра́дости / бу́дто из пу́шки кто́ в упо́р садану́л.   [В.Д.Дувакин, Л.А.Люстерник. Беседа с Л.А. Люстерником (1970) // «Собрание фонодокументов имени В.Д. Дувакина» Отдела устной истории Научной библиотеки МГУ им. М.В. Ломоносова, 2005] [омонимия не снята]",NOUN,PREP
в душе́ / внутри́ ка́к-то… как, бу́дто ,меня́ кто́-то палачо́м над со́бственным сы́ном ,2007,кино,кинодрама,"А в душе́ / внутри́ ка́к-то… как бу́дто меня́ кто́-то палачо́м над со́бственным сы́ном назна́чил. [Александр Новотоцкий-Власов, Владимир Моисеенко, Никита Михалков. Двенадцать, к/ф (2007)] [омонимия не снята]",CONJ,UNKN
Как, бу́дто ,Ги́тлер прису́тствовал на нём.,1976,кино,киноповесть,"Как бу́дто Ги́тлер прису́тствовал на нём. [Борис Рыцарев, Ганс-Христиан Андерсен, Феликс Миронер. Принцесса на горошине, к/ф (1976)] [омонимия не снята]",CONJ,NOUN
Смо́трят / как, бу́дто ,я́ чё - то у ни́х отнима́ю.,1963,кино,кинодрама,"Смо́трят / как бу́дто я́ чё - то у ни́х отнима́ю. [Анатолий Аграновский, Лев Агранович, Татьяна Лиознова. Им покоряется небо, к/ф (1963)] [омонимия не снята]",CONJ,UNKN
Ка́жется / как, бу́дто ,,1940,кино,кинокомедия,"Ка́жется / как бу́дто. [Алексей Файко, Анатолий Гранберг, Константин Юдин. Сердца четырех, к/ф (1940)] [омонимия не снята]",CONJ,
