Left context,Center,Right context,Created,Sphere,Type,Full context,Left_context_POS,Right_context_POS
"передавали ужасные слухи о Петербурге,", будто ,"бы там 25 000 убитых, а ",1905,бытовая,"дневник, записные книжки","Все эти дни у меня было тяжело на душе, потому что передавали ужасные слухи о Петербурге, будто бы там 25 000 убитых, а от Саши мы не имели никаких вестей: хотели послать телеграмму, да не могли, потому что телеграф не работал. [А. А. Аллендорф. Дневник (1905)] [омонимия не снята]",NOUN,PRCL
"Алеша останавливается посреди комнаты, как", будто ,натыкается на стену.  ,2008,художественная,рассказ,"Алеша останавливается посреди комнаты, как будто натыкается на стену.   [А. А. Андронова. Золотая рыбка (2008)] [омонимия не снята]",CONJ,VERB
"человека и общества, но как", будто ,"нарочно дразнят публику, демонстративно пряча детали ",1813,бытовая,"дневник, записные книжки","Сами масоны всегда заверяли и заверяют, что стремятся к всеобщему благу, к совершенствованию человека и общества, но как будто нарочно дразнят публику, демонстративно пряча детали своей деятельности и механизмы принятия решений. [А. А. Щербинин. Военный журнал 1813 года (1813)] [омонимия не снята]",CONJ,ADVB
"тряхнулся, не подался вперед, как", будто ,"не слышал падения, ― выстрел сверкнул, и ",1831,художественная,повесть,"Все ахнули ― но ловкий всадник, стоявший стоймя на стременах, не тряхнулся, не подался вперед, как будто не слышал падения, ― выстрел сверкнул, и вслед за выстрелом серебряный рубль улетел далеко в народ. [А. А. Бестужев-Марлинский. Аммалат-бек (1831)] [омонимия не снята]",CONJ,PRCL
"всего ведь нас, генералов, как", будто ,было шесть человек! ,1947-1953,нехудожественная,мемуары,"А всего ведь нас, генералов, как будто было шесть человек!  [А. А. Игнатьев. Пятьдесят лет в строю. Кн. 5 (1947-1953)] [омонимия не снята]",CONJ,VERB
"волосы цвета спелой ржи, как", будто ,"кипевшие на точеной красивой голове, пышные, ",1926,нехудожественная,мемуары,"Да и сама наружность его: волосы цвета спелой ржи, как будто кипевшие на точеной красивой голове, пышные, волнистые; черты лица тонкие, почти девичьи; голубые глаза, блестевшие необычной улыбкой. [H. Г. Полетаев. Есенин за восемь лет (1926)] [омонимия не снята]",CONJ,PRTF
"круг с такою свободою, как", будто ,не состояла ни в какой органической ,1923,художественная,рассказ,"При этом сизая головка, перебиравшая перышки, все дальше и дальше совершала круг с такою свободою, как будто не состояла ни в какой органической связи с туловищем и так же свободно озирала и оправляла ожерелье на затылке, как и на груди. [А. А. Фадеев. Рождение Амгуньского полка (1923)] [омонимия не снята]",CONJ,PRCL
"возвышает дух, и видно, как", будто ,автор хочет нас сделать буйволами.,1870,художественная,повесть,"Одна барыня из Москвы пишет мне, что это прелестно, но не возвышает дух, и видно, как будто автор хочет нас сделать буйволами. [А. А. Фет. Семейство Гольц (1870)] [омонимия не снята]",CONJ,NOUN
"прошедшие десять лет, и как", будто ,"вчера смотрел на карту, и вдруг ",1970,художественная,повесть,"Волнение как бы смыло прошедшие десять лет, и как будто вчера смотрел на карту, и вдруг увидел…   [O. М. Куваев. Дом для бродяг (1970)] [омонимия не снята]",CONJ,ADVB
Мгновенно серая глыба людей как, будто ,покачнулась и остановилась.,1930,художественная,рассказ,Мгновенно серая глыба людей как будто покачнулась и остановилась. [А. А. Богданов. Федор Шуруп (1930)] [омонимия не снята],CONJ,VERB
"так неприглядно, что не верилось,", будто ,на этой заброшенной станции находится главный ,1943-1951,художественная,роман,"Везде было так пустынно, так неприглядно, что не верилось, будто на этой заброшенной станции находится главный мозг фронта. [А. А. Фадеев. Молодая гвардия (1943-1951)] [омонимия не снята]",VERB,PREP
"кажется им, что они как", будто ,"давно знакомы, так близки и понятны ",1926,художественная,рассказ,"Первый раз в жизни видят друг друга эти люди, и кажется им, что они как будто давно знакомы, так близки и понятны им общие беды и обиды.   [А. А. Богданов. Бунт (1926)] [омонимия не снята]",CONJ,ADVB
немецкая радиотелеграмма известила о полном, будто ,бы поражении нашей 2- й армии ,1947-1953,нехудожественная,мемуары,"Сегодня утром, 19 августа ( 1 сентября), немецкая радиотелеграмма известила о полном будто бы поражении нашей 2- й армии под Танненбергом, что мы приписываем фабрике фальшивых сведений. [А. А. Игнатьев. Пятьдесят лет в строю. Кн. 4 (1947-1953)] [омонимия не снята]",ADJF,PRCL
"куцый зад, он мчался так,", будто ,под лапами у него была не ,1966,художественная,"миниатюра, рассказ цикл","Подкидывая куцый зад, он мчался так, будто под лапами у него была не вязкая пашня, а твердая дорога. [А. А. Ливеровский. Журавлиная родина. Рассказы охотника (1966)] [омонимия не снята]",CONJ,PREP
jeune mère allaitant son enfant», будто ,в ранней юности перевел так: « И ,1957-1964,нехудожественная,мемуары,"Например, стих Малларме: « La jeune mère allaitant son enfant» будто в ранней юности перевел так: « И молодая мать кормящая со сна». [А. А. Ахматова. Листки из дневника: воспоминания об О. Э. Мандельштаме (1957-1964)] [омонимия не снята]",LATN,PREP
"духе, хотя ничего специального как", будто ,не было.,2015.10.27,нехудожественная,интервью,"Всё это чувствовалось в общем университетском духе, хотя ничего специального как будто не было. [C. М. Толстая, Л. Ермолинская. Этнолингвист Светлана Толстая: Нас обвиняли в том, что мы проповедуем религию (2015.10.27) // Православие и мир (pravmir.ru), 2015] [омонимия не снята]",CONJ,PRCL
"Выходит, как", будто ,"бы, что делегаты нарушили соглашеніе прежде, ",1940-1954,нехудожественная,монография,"Выходит, как будто бы, что делегаты нарушили соглашеніе прежде, чѣм оно было окончательно заключено. [C. П. Мельгунов. Мартовскіе Дни 1917 года (1940-1954)] [омонимия не снята]",CONJ,PRCL
"Мне чудилось,", будто ,"я претворился в молнию: так быстро, ",1831,художественная,рассказ,"Мне чудилось, будто я претворился в молнию: так быстро, так воздушно, так пылко было чувство это, если это можно назвать чувством.   [А. А. Бестужев-Марлинский. Cтрашное гаданье (1831)] [омонимия не снята]",VERB,NPRO
"поэты напишут, « и мне чудится,", будто ,скамейка стоит» или « за окном только ,1890,нехудожественная,письмо личное,"Я умолчу, когда лоханно скорбные поэты напишут, « и мне чудится, будто скамейка стоит» или « за окном только вишня одна, да и та за морозным стеклом не видна, и, быть может, погибла давно».   [А. А. Фет. Письмо С. А. Толстой (1890)] [омонимия не снята]",VERB,NOUN
Как, будто ,"бы нельзя быть русским, не нарядившись ",1891,нехудожественная,письмо личное,"Как будто бы нельзя быть русским, не нарядившись пляшущей козой.   [А. А. Фет. Письма С. А. Толстой (1891)] [омонимия не снята]",CONJ,PRCL
"отрешенным судьей, а стали как", будто ,в отсталые ряды адвокатов.,1870,художественная,повесть,"Вы бились всеми силами стать на божески недоступную точку, хотели быть отрешенным судьей, а стали как будто в отсталые ряды адвокатов. [А. А. Фет. Семейство Гольц (1870)] [омонимия не снята]",CONJ,PREP
И я как, будто ,"вижу вас в эту минуту, как ",2007,художественная,повесть,"И я как будто вижу вас в эту минуту, как вы отбиваетесь один от нескольких французов, а тут кругом вас стонут раненые, лежат умирающие. [А. А. Олейников. Велькино детство (2007)] [омонимия не снята]",CONJ,VERB
"на ветер, бродила по нем", будто ,на прощанье с Божьим светом.,1832,художественная,рассказ,"Настала осень, желтый лист засыпал дорожки сада, однако барыня, не глядя на ветер, бродила по нем будто на прощанье с Божьим светом. [А. А. Бестужев-Марлинский. Латник (1832)] [омонимия не снята]",ADJS,PREP
"разумеется, виним эту действительность, как", будто ,"ее вина, что безумными снами, внутренним ",1845,нехудожественная,мемуары,"Мы страдаем, страдаем страшно и бесплодно; жизнью слов, жизнью воображения переживаем мы все, что действительность может дать, ― и вносим в нее одну скуку и утомление, потому что знаем наизусть все, что она может дать, и потом, разумеется, виним эту действительность, как будто ее вина, что безумными снами, внутренним развратом истощили мы все жизненные соки. [А. А. Григорьев. Человек будущего (1845)] [омонимия не снята]",CONJ,NPRO
Как, будто ,"замерзли реки, моря и океаны, омывающие ",1938.01.18,нехудожественная,речь,"Как будто замерзли реки, моря и океаны, омывающие наш Советский Союз. [А. А. Жданов. Речь депутата (1938.01.18) // «Советское искусство» Орган Всесоюзного комитета по делам Искусств при Совнаркоме Союза ССР № 6 (412), 1938] [омонимия не снята]",CONJ,VERB
"барышень, а так скажи, что", будто ,насчет покупки земель…,1980-1995,художественная,пьеса,"Этого и виду, говорит, не подавай, что насчет барышень, а так скажи, что будто насчет покупки земель… [А. А. Образцов. Отцовская жилка (1980-1995)] [омонимия не снята]",CONJ,PREP
"и взяла мою руку, показывая,", будто ,меня не знает.,1802,художественная,повесть,"Сперва она хотела удалиться, но узнав меня по голосу, остановилась и взяла мою руку, показывая, будто меня не знает. [[Н. М. Карамзин]. Ревность // «Вестник Европы», 1802] [омонимия не снята]",GRND,NPRO
"Женя окидывает взглядом комнату, как", будто ,видит первый раз за неделю.,2008,художественная,рассказ,"Женя окидывает взглядом комнату, как будто видит первый раз за неделю. [А. А. Андронова. Золотая рыбка (2008)] [омонимия не снята]",CONJ,VERB
"полагают многие, как передано мне,", будто ,"б члены здешнего Общества, имея скрытую ",1827,нехудожественная,письмо деловое,"7) Не смею тоже выдавать за истину, но полагают многие, как передано мне, будто б члены здешнего Общества, имея скрытую переписку с своими собратиями, как-то Нечаевым, служащим в собственной Его Величества канцелярии, с графом Вельегорским и другими, зная обо всем, что до них касается, и даже говорят, будто уведомлены и о настоящем требовании об них сиих списков.   [А. А. Волков. Донесение (1827)] [омонимия не снята]",NPRO,PRCL
"Еще носился слух,", будто ,"сестра посещала вечера Марцинкевича, « Эльдорадо», « Гран- ",1883-1887,художественная,рассказ,"Еще носился слух, будто сестра посещала вечера Марцинкевича, « Эльдорадо», « Гран- плезира» и тому подобные. [А. А. Черкасов. Урюм (1883-1887)] [омонимия не снята]",NOUN,NOUN
Опасаясь, будто ,"бы, что в случае движения на ",1813,бытовая,"дневник, записные книжки","Опасаясь будто бы, что в случае движения на юг на соединение с Самсоновым немцы атакуют его фланг, он с согласия Жилинского продолжил движение на запад, мотивируя это необходимостью отсечь Кенигсберг. [А. А. Щербинин. Военный журнал 1813 года (1813)] [омонимия не снята]",GRND,PRCL
"подписывать молодых учительниц, и которая,", будто ,бы была нужна для Бойчевского.,1910,бытовая,"дневник, записные книжки","В конце концов, ему рассказали о бумаге, которую заставляли подписывать молодых учительниц, и которая, будто бы была нужна для Бойчевского. [А. А. Аллендорф. Дневник (1910)] [омонимия не снята]",ADJF,PRCL
"когда-нибудь являлось без подлежащего, как", будто ,г.,1877,нехудожественная,статья,"Антонова, с которым спорить трудно; ибо он под общую мерку определения предложения пригнал такие примеры, которые не допускают и мысли, чтобы предложение когда-нибудь являлось без подлежащего, как будто г. [А. А. Дмитриевский. Практические заметки о русском синтаксисе, II // «Филологические записки», 1877] [омонимия не снята]",CONJ,NOUN
"обязан показать ему город, как", будто ,Париж не больше его собственной станицы.  ,1947-1953,нехудожественная,мемуары,"Он считает, что военный агент обязан показать ему город, как будто Париж не больше его собственной станицы.   [А. А. Игнатьев. Пятьдесят лет в строю. Кн. 3 (1947-1953)] [омонимия не снята]",CONJ,NOUN
На юго-востоке, будто ,крупный алмаз засветилась Венера.  ,1875,нехудожественная,письмо личное,На юго-востоке будто крупный алмаз засветилась Венера.   [А. А. Фет. Письмо И. С. Тургеневу (1875)] [омонимия не снята],NOUN,ADJF
его очи… голова его кружилась…, будто ,"сквозь сон взглянул он, поднявшись снова ",1831,художественная,повесть,"Аммалат почти ничего не видал перед собою… двойная завеса ночи и слабости задергивала его очи… голова его кружилась… будто сквозь сон взглянул он, поднявшись снова на высоту, на вороты дома ханского, на сторожевую башню, и неверной ногой ступил он на землю среди двора, среди восклицаний нукеров и челядинцев ― и, едва перешагнул за решетчатый порог гарама, дух его занялся, смертная бледность бросила снег свой [А. А. Бестужев-Марлинский. Аммалат-бек (1831)] [омонимия не снята]",UNKN,PREP
Ты как, будто ,"задачу себе задала, во что бы ",1980-1995,художественная,пьеса,"Ты как будто задачу себе задала, во что бы то ни стало, не дать мне выдти замуж, пока сама не выйдешь… [А. А. Образцов. Отцовская жилка (1980-1995)] [омонимия не снята]",CONJ,NOUN
"говорить, а только смеялась, как", будто ,дразня меня.,1901,бытовая,"дневник, записные книжки","Я стала допытываться с какой, и меня страшно разозлило то, что она не хотела говорить, а только смеялась, как будто дразня меня. [А. А. Аллендорф. Дневник (1901)] [омонимия не снята]",CONJ,GRND
"мне нравится, и я как", будто ,понимаю.,1901,бытовая,"дневник, записные книжки","Читала я « Тёмное царство» Добролюбова и мне нравится, и я как будто понимаю. [А. А. Аллендорф. Дневник (1901)] [омонимия не снята]",CONJ,VERB
"Верховского, в таком положении, как", будто ,он упал набок и затем опрокинулся ,1883-1887,художественная,рассказ,"Драпри было приподнято вверх, и на полу, около кровати, на подножном ковре, широко пропитанном целою лужею крови, в особенности там, где было туловище, лежал закутанный в одеяло труп Верховского, в таком положении, как будто он упал набок и затем опрокинулся лицом кверху. [А. А. Черкасов. Сломанная сошка (1883-1887)] [омонимия не снята]",CONJ,NPRO
"И добавил,", будто ,слегка подталкивая остановившегося Бережкова:   ,1940-1956,художественная,роман,"И добавил, будто слегка подталкивая остановившегося Бережкова:    [А. А. Бек. Талант (Жизнь Бережкова) / Части 4-6 (1940-1956)] [омонимия не снята]",VERB,ADVB
"Слышались какие-то странные, какие-то как", будто ,и не свои речи из уст ,1862,нехудожественная,мемуары,"Слышались какие-то странные, какие-то как будто и не свои речи из уст этих благонравных молодых людей.   [А. А. Григорьев. Мои литературные и нравственные скитальчества (1862)] [омонимия не снята]",CONJ,CONJ
О других, будто ,"бы причинах, а в сущности, последствиях ",1871,нехудожественная,"очерк, цикл","О других будто бы причинах, а в сущности, последствиях низкого уровня земледелия и говорить не стоит, например о дорогах и полицейском надзоре. [А. А. Фет. Из деревни. 4 (1871)] [омонимия не снята]",ADJF,PRCL
по плечу Е. С.: как, будто ,в калитку.  ,2012,художественная,рассказ,Священник ― хотя и в слове « поп» нет ничего обидного ― тихонько постучал согнутым пальцем по плечу Е. С.: как будто в калитку.   [А. А. Матвеева. Обстоятельство времени (2012)] [омонимия не снята],CONJ,PREP
"так ярко, так живо, как", будто ,"я теперь стою, опершись о колесо ",1834,художественная,"отрывки, роман","Она врезалась в мое воображение так ярко, так живо, как будто я теперь стою, опершись о колесо пушки, которая уж давным-давно отслужила свой срок, удостоена в ломку и перелита бог знает во что. [А. А. Бестужев-Марлинский. Вадимов (1834)] [омонимия не снята]",CONJ,NPRO
Как, будто ,хороша.  ,1929,художественная,пьеса,Как будто хороша.   [А. А. Крон. Винтовка № 492116 (1929)] [омонимия не снята],CONJ,ADJS
"не сказала, а привезла сюда,", будто ,проводить.,1877,художественная,пьеса,"Я ей ничего не сказала, а привезла сюда, будто проводить. [А. А. Потехин. Выгодное предприятие (1877)] [омонимия не снята]",ADVB,INFN
"лес, застланный снизу дымом, как", будто ,плывет по воздушному морю.  ,1960-1979,нехудожественная,мемуары,"Мерцают вдали огоньки многочисленных костров, и в тихую погоду дым от них, расстилаясь по всему лугу, голубой вуалью окутывает копны, которые издали кажутся шапками огромного войска, а стоящий вдали лес, застланный снизу дымом, как будто плывет по воздушному морю.   [А. А. Есенина. Родное и близкое (1960-1979)] [омонимия не снята]",CONJ,VERB
не забыты… но я как, будто ,"довольна, что все это случилось…",1870,художественная,пьеса,"Обиды не забыты… но я как будто довольна, что все это случилось… [А. А. Потехин. Вакантное место (1870)] [омонимия не снята]",CONJ,ADJS
"каленые ветры и палящее солнце,", будто ,"нарочно, чтобы оттенить физическую природу каждой ",1960-1970,нехудожественная,статья,"Донецкие каленые ветры и палящее солнце, будто нарочно, чтобы оттенить физическую природу каждой из девушек, у той позолотили, у другой посмуглили, а у иной прокалили, как в огненной купели, руки и ноги, лицо и шею до самых лопаток.   [А. А. Реформатский. Принципы синхронного описания языка (1960-1970)] [омонимия не снята]",NOUN,ADVB
"сладились крупною рысью, что казалось,", будто ,такт отбивают ноги одной.,1923,художественная,рассказ,"Коляска бежала, как по шоссе, и лошади до того сладились крупною рысью, что казалось, будто такт отбивают ноги одной. [А. А. Фадеев. Рождение Амгуньского полка (1923)] [омонимия не снята]",CONJ,NOUN
"тут же давал подробный ответ,", будто ,все они были людьми из его ,1947-1953,нехудожественная,мемуары,"Когда мне случалось спросить мнение Белля о встреченном генерале или командире, он, не заглядывая в досье, тут же давал подробный ответ, будто все они были людьми из его роты.   [А. А. Игнатьев. Пятьдесят лет в строю. Кн. 4 (1947-1953)] [омонимия не снята]",NOUN,ADJF
"Совете, Столыпин по поводу программы", будто ,"бы заявил, что с основными тезисами, ",1850,нехудожественная,мемуары,"Возражая против предоставления им большинства в Совете, Столыпин по поводу программы будто бы заявил, что с основными тезисами, выставленными его собеседниками, Государь согласен, но что требовать от него письменного согласия нельзя. [А. А. Рафалович. Путешествие по Нижнему Египту и внутренним областям Дельты (1850)] [омонимия не снята]",NOUN,PRCL
"от нынешнего губернатора поставлен, так", будто ,бы ни к чему не причастен.,1870,художественная,пьеса,"Он разыгрывает ту роль, что по Владимиру Васильичу от нынешнего губернатора поставлен, так будто бы ни к чему не причастен. [А. А. Потехин. Вакантное место (1870)] [омонимия не снята]",CONJ,PRCL
"Ощущение было,", будто ,"пули задевают волосы, даже пушок на ",2005,художественная,рассказ,"Ощущение было, будто пули задевают волосы, даже пушок на ушах. [А. А. Старобинец. Живые (2005)] [омонимия не снята]",VERB,NOUN
"Третью надо начинать так, как", будто ,"сразу пишешь набело, а затем много ",1961,нехудожественная,анкета,"Третью надо начинать так, как будто сразу пишешь набело, а затем много раз переписывать. [А. А. Крон. Моя анкета (1961)] [омонимия не снята]",CONJ,ADVB
"все так же спокойно, как", будто ,говорил о живом и совершенно постороннем ,1845,нехудожественная,мемуары,"продолжал Виталин все так же спокойно, как будто говорил о живом и совершенно постороннем человеке.   [А. А. Григорьев. Человек будущего (1845)] [омонимия не снята]",CONJ,VERB
"так обрадовался Е. С., как", будто ,она принесла ему благую весть.  ,2012,художественная,рассказ,"Он так обрадовался Е. С., как будто она принесла ему благую весть.   [А. А. Матвеева. Обстоятельство времени (2012)] [омонимия не снята]",CONJ,NPRO
"можно повесить свою боль, как", будто ,от этого легче.,2017,нехудожественная,"интервью, статья","Им хочется найти виноватого в больнице, это так естественно ― найти того, на кого можно повесить свою боль, как будто от этого легче. [А. А. Данилова, Ксения Кнорре-Дмитриева. Татьяна Друбич: У меня нет сверхидеи, что я спасаю человечество // 2017] [омонимия не снята]",CONJ,PREP
моральные и государственные бедствия: как, будто ,"бы тогдашняя Москва еще мало страдала, ",1802,нехудожественная,комментарий,"Летописи наши говорят о землетрясении, которое случилось в Москве при Князе Василье Васильевиче Темном ( в самый тот день, как Хан Татарский отпустил его из плена), и которое ужаснуло народ: ибо он, по невежеству и суеверию, вообразил, что сей естественный случай предзнаменует моральные и государственные бедствия: как будто бы тогдашняя Москва еще мало страдала, видя Князя своего в бесчестном плену, Татар властелинами России, все [[Н. М. Карамзин]. Известия и Замечания // «Вестник Европы», 1802] [омонимия не снята]",CONJ,PRCL
"насмешливый, немного даже загадочный вид.", Будто ,"знал парень что-то, неизвестное другим.  ",1928,нехудожественная,мемуары,"насмешливый, немного даже загадочный вид. Будто знал парень что-то, неизвестное другим.   [А. А. Татищев. Земли и люди: В гуще переселенческого движения (1906-1921) (1928)] [омонимия не снята]",NOUN,VERB
"Существует мнение,", будто ,"законы логики не являются универсальными, т. ",2003,нехудожественная,статья,"Существует мнение, будто законы логики не являются универсальными, т. е. имеются случаи, когда один и тот же закон логики в одной области науки ведет к правильным результатам, а в другой ― к ошибочным; будто законы логики имеют исключения, зависят от предметной области. [А. А. Зиновьев. Комплексная логика // Вопросы философии, 2003, №1, 2003] [омонимия не снята]",NOUN,NOUN
впервые он ощущает ее биение!.., Будто ,не было тут раньше никакой жилки!..,2005,художественная,рассказ,впервые он ощущает ее биение!.. Будто не было тут раньше никакой жилки!.. [А. А. Старобинец. Живые (2005)] [омонимия не снята],NOUN,PRCL
"мне показалось при мерцании лампады,", будто ,лик образа с любовию склоняет ко ,1834,художественная,"отрывки, роман","Я поднял голову, и мне показалось при мерцании лампады, будто лик образа с любовию склоняет ко мне свои взоры, будто небесные очи его сверкают слезами, будто уста шепчут слова надежды: мне стало легче, с души будто гора скатилась. [А. А. Бестужев-Марлинский. Вадимов (1834)] [омонимия не снята]",NOUN,NOUN
что в последнее время как, будто ,чего-то недостает в наших отношениях…,1914,художественная,рассказ,"Вообще я замечаю, что в последнее время как будто чего-то недостает в наших отношениях… [А. А. Богданов. Праздник бессмертия (1914)] [омонимия не снята]",CONJ,ADVB
"палатки я отключился мгновенно, как", будто ,выдернул себя из розетки.  ,1970,художественная,повесть,"Наконец, я затушил сигарету, выкинул ее из палатки я отключился мгновенно, как будто выдернул себя из розетки.   [O. М. Куваев. Дом для бродяг (1970)] [омонимия не снята]",CONJ,VERB
"Решила жить так, как", будто ,бы в виду нет никакой заграничной ,1906,бытовая,"дневник, записные книжки","Решила жить так, как будто бы в виду нет никакой заграничной поездки: заниматься делом, то есть английским чтением, рисованием, быть может, даже, историей, физикой и французским языком; потом возьму на себя Алёшу Виноградова и буду с ним заниматься по вечерам. [А. А. Аллендорф. Дневник (1906)] [омонимия не снята]",CONJ,PRCL
А ты кто такой?, Будто ,бы деловой?   ,1929,художественная,пьеса,А ты кто такой? Будто бы деловой?    [А. А. Крон. Винтовка № 492116 (1929)] [омонимия не снята],ADJF,PRCL
"свои послания; даже делал вид,", будто ,не произвожу более своих простых и ,1840,нехудожественная,письмо личное,"Наконец мне это надоело, и я с умыслом прекратил свои послания; даже делал вид, будто не произвожу более своих простых и астрономических наблюдений.   [А. А. Фет. Письма И. И. Введенскому (1840)] [омонимия не снята]",NOUN,PRCL
"стыдись, по крайней мере, рассказывать:", будто ,уж в жизни нет никаких высших ,1979,художественная,пьеса,"Ах, стыдись, по крайней мере, рассказывать: будто уж в жизни нет никаких высших интересов, более важных…   [А. А. Образцов. Пятеро (1979)] [омонимия не снята]",INFN,ADVB
"бросает ее с досадою, говоря", будто ,бы про себя: « Скверно на свете ,1846,нехудожественная,мемуары,"Один мой приятель циник сидит иногда в угловых креслах и читает новую « Presse» да но временам бросает ее с досадою, говоря будто бы про себя: « Скверно на свете жить!»    [А. А. Григорьев. Один из многих (1846)] [омонимия не снята]",GRND,PRCL
все части тела кажутся как, будто ,"крепче, гибче, свежее, двигаются как-то свободнее ",1860-1870,художественная,пьеса,"В это время человек точно чувствует весьма приятную усталость и род изнеможения, сопряженного с удовольствием; иногда засыпает на несколько минут и по пробуждении все членосоединения, все части тела кажутся как будто крепче, гибче, свежее, двигаются как-то свободнее и легче, а кожа чрезвычайно гладка и мягка. [А. А. Потехин. Закулисные тайны (1860-1870)] [омонимия не снята]",CONJ,COMP
была в таком состоянии ― как, будто ,она бежала и вдруг остановилась перед ,2016,нехудожественная,"интервью, статья","Вот та женщина была в таком состоянии ― как будто она бежала и вдруг остановилась перед пропастью и машет руками, чтобы туда не упасть. [А. А. Данилова, Г. М. Гупало. Юрий Норштейн: Опять забыли человека // 2016] [омонимия не снята]",CONJ,NPRO
"него, зелено-желтые и мутные, как", будто ,они здесь заплесневели.,1913,художественная,рассказ,"Днем солнечные лучи, проходящие через него, зелено-желтые и мутные, как будто они здесь заплесневели. [А. А. Богданов. Перед рассветом (1913)] [омонимия не снята]",CONJ,NPRO
"такая же иллюзия, как та,", будто ,"мы видим, осязаем и проч. самые ",1980-1995,художественная,пьеса,"Правда, что содержание, воспринимаемое посредством слова, есть только мнимоизвестная величина, что думать при слове именно то, что другой, значило бы перестать быть собою и быть этим другим, что поэтому понимание другого в том смысле, в каком обыкновенно берется это слово, есть такая же иллюзия, как та, будто мы видим, осязаем и проч. самые предметы, а не свои впечатления; но, нужно прибавить, это величественная [А. А. Образцов. Магнитные поля (1980-1995)] [омонимия не снята]",ADJF,NPRO
это шаткость обоих; оба они, будто ,"заблудились из 18 века, несмотря на ",1830-1837,бытовая,письмо личное,"Второй из них человек с гением, первый с дарованьем, и если между ними есть линия сравнения, так это шаткость обоих; оба они будто заблудились из 18 века, несмотря на то что вдохновение увлекает П[ушкина] в новый мир, а сметливость заставляет Б[улгарина] толковать об усовершаемости и прочем условном нового учения, но первый не постиг его умом, второй не проникнулся его чувством. [А. А. Бестужев-Марлинский. Письма (1830-1837)] [омонимия не снята]",NPRO,VERB
"полчаса нам показалось, что Белоцерковский", будто ,дыхнул.,1883-1887,художественная,рассказ,"Прошел еще мучительный час ожидания, перемен не произошло, и я начинал уже терять всякую надежду, но чрез полчаса нам показалось, что Белоцерковский будто дыхнул. [А. А. Черкасов. Шахтама (1883-1887)] [омонимия не снята]",ADJF,VERB
