Left context,Center,Right context,Created,Sphere,Type,Full context,Left_context_POS,Right_context_POS
"бог, чтобы русские крестьяне поскорее,", подобно ,"моему парню, почувствовали потребность затянуть новую ",1862,художественная,рассказ,"Дай бог, чтобы русские крестьяне поскорее, подобно моему парню, почувствовали потребность затянуть новую песню. [А. А. Фет. Песня (1862)] [омонимия не снята]",COMP,ADJF
"Отец Е. Е. Вагнера,", подобно ,тому как это случилось и с ,1948,нехудожественная,монография,"Отец Е. Е. Вагнера, подобно тому как это случилось и с А. М. Бутлеровым, не принимал почти никакого участия в воспитании сына. [А. Е. Арбузов. Краткий очерк развития органической химии в России (1948)] [омонимия не снята]",NOUN,ADJF
"употребляютъ одну свою умѣренную силу,", подобно ,"имъ, и мы ѣдемъ съ своею ",1762,нехудожественная,монография,"Государь нашъ на облавы и охоты всякой годъ, и часто ѣздитъ, военныя за Его Величествомъ ѣздятъ на его государевомъ коштѣ, не знаютъ никакихъ издержекъ и изнуреній, а только употребляютъ одну свою умѣренную силу, подобно имъ, и мы ѣдемъ съ своею только душею, а протчее все по милости Его Величества казенное.   [А. Л. Леонтьев [перевод отчета Ту Ли-чэня с маньчжурского]. Путешествие китайского посланника к калмыцкому Аюке-хану (1762)] [омонимия не снята]",NOUN,UNKN
"вы и движетесь некоторое время,", подобно ,"двум маятникам, пущенным с двух разных ",1894,художественная,очерк,"Вот вы и движетесь некоторое время, подобно двум маятникам, пущенным с двух разных сторон. [А. В. Амфитеатров. Меблированная Кармен (из сборника «Бабы и дамы») (1894)] [омонимия не снята]",NOUN,NUMR
"оно не гибнет в пустыне,", подобно ,волканам Сибири; но мои искры: они ,1830-1837,бытовая,письмо личное,"Но как бы то ни было, если Ваше пламя пожигает нас, оно греет других; оно не гибнет в пустыне, подобно волканам Сибири; но мои искры: они тлеют едва, глубоко под холодеющею золой, и ни одна страсть не раздувает их. [А. А. Бестужев-Марлинский. Письма (1830-1837)] [омонимия не снята]",NOUN,NOUN
"все более неотчетливым и расплывается,", подобно ,утреннему туману.  ,1983,нехудожественная,учебное пособие,"Стоит, однако, приостановиться и задуматься над каким-то словом, как его значение становится все более неотчетливым и расплывается, подобно утреннему туману.   [А. А. Ивин. По законам логики (1983)] [омонимия не снята]",VERB,ADJF
"Формы букв,", подобно ,"языку, с течением времени медленно изменяются.",2000,нехудожественная,статья,"Формы букв, подобно языку, с течением времени медленно изменяются. [А. А. Зализняк. Лингвистика по А. Т. Фоменко // «Вопросы языкознания», 2000] [омонимия снята]",NOUN,NOUN
деятельности молодого Русского химического общества., Подобно ,"Зинину, он пользовался среди химиков, особенно ",1948,нехудожественная,монография,"деятельности молодого Русского химического общества. Подобно Зинину, он пользовался среди химиков, особенно среди молодежи, высоким авторитетом, что, несомненно, способствовало развитию химической науки в нашей стране.   [А. Е. Арбузов. Краткий очерк развития органической химии в России (1948)] [омонимия не снята]",NOUN,NOUN
обнаружиться пытливою силою человеческого ума ―, подобно ,"тому, как обнаружился ею закон земного ",1895,художественная,роман,"Мы обязаны превратить его в физический закон, пока еще тайный, но должный обнаружиться пытливою силою человеческого ума ― подобно тому, как обнаружился ею закон земного притяжения, загадочного для людей до Ньютона и его современников не менее, чем для нас загадочно четвертое измерение.   [А. В. Амфитеатров. Жар-цвет (1895)] [омонимия не снята]",NOUN,ADJF
И, подобно ,"тому как государи через послов, он ",1929,нехудожественная,статья,"И подобно тому как государи через послов, он через посредство друзей, Давида Одазиа, Чезано, особенно Верджерио, был всегда в курсе малейших событий. [А. К. Дживелегов. Очерки итальянского Возрождения (1929)] [омонимия не снята]",CONJ,ADJF
"как вакса, с курчавыми, взбитыми,", подобно ,"войлоку, волосами; матросы разных стран, сидящие ",1929,художественная,роман,"Арабы в длиннейших бурнусах, перекинутых через плечо живописными складками: фески красные, черные и вишневые; зеленые и белые тюрбаны, чалмы, плетенные из маисовой соломы, итальянские колпаки, маленькие, полуголые, похожие на обезьян моряки, черные и блестящие, как вакса, с курчавыми, взбитыми, подобно войлоку, волосами; матросы разных стран, сидящие отдельными кучками и крепко стучащие стаканами о столы, пестрый скачущий гомон разноцветных слов, и откуда-то ― лень поглядеть [А. И. Куприн. Колесо времени (1929)] [омонимия не снята]",PRTF,NOUN
"Марса, с тем чтобы тебя,", подобно ,"ему, накрыли сетями?» ",1846,художественная,рассказ,"Человек в блестящей короне, сидевший подле него, спросил его, улыбаясь: « Хотел бы ты быть на месте Марса, с тем чтобы тебя, подобно ему, накрыли сетями?»  [А. К. Толстой. Амена (1846)] [омонимия не снята]",NPRO,NPRO
"и требует срочного, всестороннего изучения.", Подобно ,"русской армии, которая, по словам кн.",2004,нехудожественная,статья,"и требует срочного, всестороннего изучения. Подобно русской армии, которая, по словам кн. [А. Б. Беклемишев. Доминирующие причины и механизмы эволюции состава атмосферы и климата: роль активных глубинных разломов недооценена // «Геоинформатика», 2004.09.26] [омонимия не снята]",NOUN,ADJF
"иначе называют, лабильном, инстабильном) состоянии,", подобно ,тому как существуют переохлажденные жидкости.  ,1951,нехудожественная,учебник,"Очевидно, переход одной из модификаций в стабильную, т. е. устойчивую, в силу каких-то причин задержался, и вещество в таком случае находится в метастабильном ( или, как иначе называют, лабильном, инстабильном) состоянии, подобно тому как существуют переохлажденные жидкости.   [А. Г. Бетехтин. Курс минералогии (1951)] [омонимия не снята]",NOUN,ADJF
"властолюбцем, богатым, как я, и,", подобно ,"мне же, презирающим свое богатство вне ",1882-1893,художественная,повесть,"Представьте этого Стэнли не агентом "" New- Jork Herald' а"" или Леопольда Бельгийского на посылках за какими-нибудь Ливингстонами и Эмин- беями, но самостоятельным агитатором ― властолюбцем, богатым, как я, и, подобно мне же, презирающим свое богатство вне той власти, какую оно ему дает. [А. В. Амфитеатров. Отравленная совесть (1882-1893)] [омонимия не снята]",CONJ,NPRO
нет в животных; и совершенно, подобно ,"этому в человеке, как и в ",1910,нехудожественная,"дневник, записные книжки","В человеке, как и в животных, есть потребность борьбы за свое материальное существование, но наряду с этим в нем живет потребность любви к людям и сознательное стремление делать им добро, которого нет в животных; и совершенно подобно этому в человеке, как и в животных, живет страстное половое чувство, но наряду с ним в нем есть стремление к целомудрию, которого животное не знает.   [А. Б. Гольденвейзер. Вблизи Толстого (1910)] [омонимия не снята]",ADVB,NPRO
"высокой концентрации фтористого водорода и,", подобно ,"деревьям, тянущимся к солнцу, устремляются навстречу ",1968,нехудожественная,заметка,"Но вот отдельные « шары» ( задний план снимка) вырываются из зоны высокой концентрации фтористого водорода и, подобно деревьям, тянущимся к солнцу, устремляются навстречу среде, питающей их рост атомами вольфрама. [А. Красовский. В мире металла // «Химия и жизнь», 1968] [омонимия не снята]",CONJ,NOUN
"в государстве», опричниной XX века,", подобно ,НКВД сталинской эпохи.,1975,нехудожественная,статья,"Особенно зловещим является рост влияния в жизни общества органов тайной полиции, которые все больше становятся бесконтрольным « государством в государстве», опричниной XX века, подобно НКВД сталинской эпохи. [А. Д. Сахаров. О стране и мире (1975)] [омонимия не снята]",NOUN,NOUN
"бы порой дикое угрызение совести,", подобно ,"блеску молнии, не сверкало в ее ",1832,бытовая,"дневник, записные книжки","Душа Макбета была бы совершенная бездна ада, если бы порой дикое угрызение совести, подобно блеску молнии, не сверкало в ее мрачной глубине. [А. В. Никитенко. Дневник (1832)] [омонимия не снята]",NOUN,NOUN
"И,", подобно ,"жутковатым героям фантастических сказаний, Толстой Каролы ",2001,нехудожественная,рецензия,"И, подобно жутковатым героям фантастических сказаний, Толстой Каролы Ханссон чуть ли не питает свое угасающее существование чужими живыми жизнями ( эпизод неожиданного выздоровления Толстого, совпавшего со смертью новорожденного сына Ольги и Андрея).   [А. Воздвиженская. Россия по-шведски (Карола Ханссон. Андрей) // «Октябрь», 2001] [омонимия не снята]",CONJ,ADJF
противников в ловкости и бесстрашии., Подобно ,"ястребам, налетают враги один на другого ",1940-1941,нехудожественная,монография,"противников в ловкости и бесстрашии. Подобно ястребам, налетают враги один на другого и в дикой пляске носятся в воздухе, то кружась, то переворачиваясь через голову, то скользя на крыле.   [А. В. Шиуков. Война в воздухе (1940-1941)] [омонимия не снята]",NOUN,NOUN
"Поезд его являлся и исчезал,", подобно ,"радуге средь тучи, готовой уже ринуть ",1831,художественная,"письмо литературное, повесть","Поезд его являлся и исчезал, подобно радуге средь тучи, готовой уже ринуть молнию. [А. А. Бестужев-Марлинский. Письма из Дагестана (1831)] [омонимия не снята]",VERB,NOUN
"свои, ― поднимался вверх клетки, но,", подобно ,"орлу русскому, удержан был железною силою ",1825-1826,нехудожественная,"дневник, записные книжки","Там попугаи всех цветов и разной величины, ястребы, и орлы, из коих один расширял крылья свои, ― поднимался вверх клетки, но, подобно орлу русскому, удержан был железною силою в полете своем. [А. И. Тургенев. Дневники (1825-1826)] [омонимия не снята]",CONJ,NOUN
"деревья, в это время стоящие,", подобно ,"гранатовым, без листьев; абрикосы, смоковницы, тамариксы ( ",1850,нехудожественная,мемуары,"Кроме фиников довольно хорошего качества, здесь в изобилии растут сладкие и горькие апельсины, лучшие в Египте, кислые и сладкие лимоны, тутовые деревья, в это время стоящие, подобно гранатовым, без листьев; абрикосы, смоковницы, тамариксы ( этл, Tamarix orientalis, Forskal) и многие другие. [А. А. Рафалович. Путешествие по Нижнему Египту и внутренним областям Дельты (1850)] [омонимия не снята]",ADJF,ADJF
горя и глубже смерти ― жизнь., Подобно ,"Блоку, он полон предчувствия трагической кончины, ",1931,нехудожественная,статья,"горя и глубже смерти ― жизнь. Подобно Блоку, он полон предчувствия трагической кончины, и чем ближе к концу, тем эти предчувствия все более сгущаются и носят черты почти ясновидения. [А. Л. Бем. Памяти Н. С. Гумилева (1921-1931) // «Руль», 1931] [омонимия не снята]",NOUN,NOUN
"что и вчерашнее письмо Ваше,", подобно ,"всем остальным, действует на всего меня, ",1879,нехудожественная,письмо личное,"Виноват ли я, что и вчерашнее письмо Ваше, подобно всем остальным, действует на всего меня, как солнце на зимнюю почву. [А. А. Фет. Письма Л. Н. Толстому (1879)] [омонимия не снята]",ADJF,ADJF
"потом оденет ее новою свежестью,", подобно ,"дереву, после зимы пробуждающемуся в листьях ",1830-1837,бытовая,письмо личное,"Может быть, и в Вас бушует прилив какой-нибудь поздней способности, нового назначения к чему-нибудь доселе неиспытанному… может быть, это творческая лихорадка, которая порой знобит душу чуть не в смерть и потом оденет ее новою свежестью, подобно дереву, после зимы пробуждающемуся в листьях и отдыхающему в плодах… может быть, одним словом, этот хаос ― предтеча творения чего-нибудь истинного, высокого, поэтического. [А. А. Бестужев-Марлинский. Письма (1830-1837)] [омонимия не снята]",NOUN,NOUN
"с чем считаться и действительно,", подобно ,"бронебойному снаряду, все сокрушал перед собой.",1940-1956,художественная,роман,"Я не хотел ни с чем считаться и действительно, подобно бронебойному снаряду, все сокрушал перед собой. [А. А. Бек. Талант (Жизнь Бережкова) / Части 4-6 (1940-1956)] [омонимия не снята]",ADVB,ADJF
"тогда внезапно постигнет их пагуба,", подобно ,как мука родами постигает имеющую во ,2001,нехудожественная,беседа,"Апостол Павел пророчески писал: « Ибо, когда будут говорить: ` мир и безопасность, тогда внезапно постигнет их пагуба, подобно как мука родами постигает имеющую во чреве, и не избегнут» ( 1 Фес. [А. И. Осипов, А. И. Шпеко. Почему Россия в постоянном кризисе? // Русский Дом, 2001] [омонимия не снята]",NOUN,CONJ
"себе исходное для наступления положение,", подобно ,тому как германцы взятием Льежа обеспечивали ,1940,нехудожественная,монография,"Танев и Таневских лесов указывает, что австрийское командование заботилось обеспечить за собой эту труднодоступную местность, в целях развертывания 1- й армии севернее лесистой полосы, т. е. обеспечивало себе исходное для наступления положение, подобно тому как германцы взятием Льежа обеспечивали переход через Маас правого крыла своих армий.   [А. К. Коленковский. Маневренный период первой мировой империалистической войны 1914 г. (1940)] [омонимия не снята]",NOUN,ADJF
, Подобно ,"многим, они жертвовали многим для внешней ",1872,художественная,повесть,"Подобно многим, они жертвовали многим для внешней роскоши, для поддержания широкого знакомства.   [А. А. Шкляревский. Рассказ судебного следователя (1872)] [омонимия не снята]",,ADJF
"Петръ Крутой въ « Степныхъ выселкахъ»,", подобно ,"Соломоніи, сталъ добычею « чернородныхъ демоновъ», потому ",1924,нехудожественная,статья,"Петръ Крутой въ « Степныхъ выселкахъ», подобно Соломоніи, сталъ добычею « чернородныхъ демоновъ», потому что неправильно, слишкомъ поздно окрещенъ. [А. В. Амфитеатров. Лѣшія сказки. Этюдъ къ изслѣдованію // Златоцвѣтъ, 1924] [омонимия не снята]",NOUN,NOUN
, Подобно ,тому как умение говорить существовало еще ,1983,нехудожественная,учебное пособие,"Подобно тому как умение говорить существовало еще до грамматики, так и искусство правильно мыслить существовало задолго до логики. [А. А. Ивин. По законам логики (1983)] [омонимия не снята]",,ADJF
"город и, как замечает очевидец, «", подобно ,"сумасшедшим устремились в Шарлотенбургский дворец, истребляя ",1947,нехудожественная,статья,"Что же касается саксонских полков, сражавшихся тогда на стороне России, то они грабили город и, как замечает очевидец, « подобно сумасшедшим устремились в Шарлотенбургский дворец, истребляя всё, что им попадалось на глаза».   [А. Кривицкий. Русский офицер за рубежом (1947)] [омонимия не снята]",NOUN,ADJF
терапевтическое действие которых было бы, подобно ,действию хинина.  ,1965,нехудожественная,статья,"И хотя химики понимали, что строение хинина не определяется одним этим кольцом, они стали синтезировать простейшие хинолиновые препараты в надежде получить соединения, терапевтическое действие которых было бы подобно действию хинина.   [А. Васина. Пирамидон // «Химия и жизнь», 1965] [омонимия не снята]",PRCL,NOUN
"Амвросий чувствовал нестерпимую жажду, но,", подобно ,"Танталу, он не мог ни напиться ",1846,художественная,рассказ,"Амвросий чувствовал нестерпимую жажду, но, подобно Танталу, он не мог ни напиться из ручья, ни достать рукою гроздий. [А. К. Толстой. Амена (1846)] [омонимия не снята]",CONJ,NOUN
"а как бы « стреляет» ими,", подобно ,истребителю.  ,1940-1941,нехудожественная,монография,"Таким образом, пикирующий бомбардировщик не сбрасывает бомбы, как это делают другие бомбардировщики, а как бы « стреляет» ими, подобно истребителю.   [А. В. Шиуков. Война в воздухе (1940-1941)] [омонимия не снята]",NPRO,NOUN
он ворвался в русскую поэзию, подобно ,"степному вихрю, и все завертелось, зашумело ",1973,нехудожественная,статья,"Трагический без позы, оптимист без наигрыша, он ворвался в русскую поэзию подобно степному вихрю, и все завертелось, зашумело вокруг него.   [А. И. Алдан-Семенов. Бессонница моих странствий (1973)] [омонимия не снята]",NOUN,ADJF
"путаясь в болтавшемся на ней,", подобно ,"тряпке, шелковом платье.",1871,художественная,роман,"А Дарья Федоровна между тем торопливо шла по освещенным комнатам, перегнувшись туловищем вперед и поминутно путаясь в болтавшемся на ней, подобно тряпке, шелковом платье. [А. К. Шеллер-Михайлов. Лес рубят - щепки летят (1871)] [омонимия не снята]",NPRO,NOUN
, Подобно ,этому и в немецком: es wanken ,1877,нехудожественная,статья,"Подобно этому и в немецком: es wanken ganze Regimenter, es weint das Kind ( см. [А. А. Дмитриевский. Практические заметки о русском синтаксисе, II // «Филологические записки», 1877] [омонимия не снята]",,NPRO
"не имеют никакого преимущества, но,", подобно ,как и во многих других городах ,1802,нехудожественная,статья,"Я спрашивал о том у Членов Совета, которые отвечали мне, “ что сии люди не имеют никакого преимущества, но, подобно как и во многих других городах Италии, содержатся на счет казны. [[Н. М. Карамзин]. С. Маринская Республика // «Вестник Европы», 1802] [омонимия не снята]",CONJ,CONJ
"войны и на тех, кто,", подобно ,"Орлову, остался в столице, чтобы защищать ",1947-1953,нехудожественная,мемуары,"Наше сближение было нарушено, впрочем, очень скоро японской войной, разделившей гвардейское офицерство на участников войны и на тех, кто, подобно Орлову, остался в столице, чтобы защищать монархию от разразившейся революции. [А. А. Игнатьев. Пятьдесят лет в строю. Кн. 1-2 (1947-1953)] [омонимия не снята]",NPRO,NOUN
"истинное Я. Пусть и она,", подобно ,"мужчине, научится выходить из любовного конфликта ",1922,нехудожественная,доклад,"Пора научить женщину брать любовь не как основу жизни, а лишь как ступень, как способ выявить свое истинное Я. Пусть и она, подобно мужчине, научится выходить из любовного конфликта не с помятыми крыльями, а с закаленной душою. [А. М. Деборин. Гибель Европы или торжество империализма? (1922) // «Под знаменем марксизма», 1923] [омонимия не снята]",NPRO,NOUN
"я кинулся бы в нее,", подобно ,"расплавленной магме, и сжигал бы все ",1940,нехудожественная,"очерк, цикл","Казалось, что я и рожден теперь только для минералогии, и если только была бы школа, изучающая минералогию, я кинулся бы в нее, подобно расплавленной магме, и сжигал бы все то, что мне на пути преграждает». [А. Е. Ферсман. Воспоминания о камне (1940)] [омонимия не снята]",NOUN,PRTF
"и принялся за их образование,", подобно ,тому как уже это сделал с ,1842,бытовая,"дневник, записные книжки","Он заметил их способности и принялся за их образование, подобно тому как уже это сделал с Елисаветою Кульман. [А. В. Никитенко. Дневник (1842)] [омонимия не снята]",NOUN,ADJF
годы ― он мог вести себя, подобно ,ребенку или иностранцу.,1986,нехудожественная,мемуары,В житейских ситуациях ― особенно в поздние годы ― он мог вести себя подобно ребенку или иностранцу. [А. Козинцев. В очах души (1986)] [омонимия не снята],NPRO,NOUN
"ней, не смеет говорить, но,", подобно ,"его алиби, векселям Грязнова, витрине, неприсылке ",1885,нехудожественная,речь,"Прокурор очень верно заметил, что он молчит о ней, не смеет говорить, но, подобно его алиби, векселям Грязнова, витрине, неприсылке дворников и отношениям к Сарре, ложное сознание Семеновой уличает подсудимого.   [А. И. Урусов. Речь на суде по делу Мироновича (1885)] [омонимия не снята]",CONJ,NPRO
"них ― украшение мудрости ― блестела седина,", подобно ,"серебряным нитям горных ручьев, падающих с ",1908,художественная,повесть,"Бледно было его лицо, губы ― точно яркая алая лента; волнистые волосы черны иссиня, и в них ― украшение мудрости ― блестела седина, подобно серебряным нитям горных ручьев, падающих с высоты темных скал Аэрмона; седина сверкала и в его черной бороде, завитой, по обычаю царей ассирийских, правильными мелкими рядами.   [А. И. Куприн. Суламифь (1908)] [омонимия не снята]",NOUN,ADJF
"И вдруг,", подобно ,"гласу из облака, неожиданно голос из ",1764,нехудожественная,учебник,"И вдруг, подобно гласу из облака, неожиданно голос из публики:    [А. М. Разумов (перевод трактата В. Крафта с немецкого). Руководство къ Математической и Физической Географіи (1764)] [омонимия не снята]",ADVB,NOUN
Они разделяли текст, подобно ,караульным заставам ― строчки рубрик струились над ,2008,нехудожественная,статья,"Они разделяли текст подобно караульным заставам ― строчки рубрик струились над ними алыми стягами. [А. Домбровский. Искусство первой буквы // «Наука и жизнь», 2008] [омонимия не снята]",NOUN,NOUN
"являются своевременно, тешат своим появлением.", Подобно ,"государствам по системе Маккиавелли, все мы ",1845,нехудожественная,"дневник, записные книжки","являются своевременно, тешат своим появлением. Подобно государствам по системе Маккиавелли, все мы проходим одни и те же фазисы, и напрасна будет борьба, напрасны умствования и упорство. [А. В. Дружинин. Дневник (1845)] [омонимия не снята]",NOUN,NOUN
"Констан не был дворянином,", подобно ,Шатобриану.,1932,нехудожественная,очерк,"Констан не был дворянином, подобно Шатобриану. [А. К. Виноградов. История молодого человека (Шатобриан и Бенжамен Констан) (1932)] [омонимия не снята]",NOUN,NOUN
"хочу сказать, что он искал,", подобно ,"другим писателям, моделей.",1905,нехудожественная,мемуары,"Я не хочу сказать, что он искал, подобно другим писателям, моделей. [А. И. Куприн. Памяти Чехова. Он между нами жил... (1905)] [омонимия не снята]",VERB,ADJF
"они,", подобно ,"людям, отживают свой век в государствах; ",1802,нехудожественная,статья,"они, подобно людям, отживают свой век в государствах; а без высокой народной добродетели Республика стоять не может. [[Н. М. Карамзин]. Политика // «Вестник Европы», 1802] [омонимия не снята]",NPRO,NOUN
трещин усыхания в виде сеток, подобно ,"тому, как это часто бывает при ",1951,нехудожественная,учебник,"В случае сильного проявления дегидратации в богатых водой гелях возникает заметная на глаз пористость, а иногда наблюдается сморщивание массы или появление характерных трещин усыхания в виде сеток подобно тому, как это часто бывает при высыхании грязи в лужах.   [А. Г. Бетехтин. Курс минералогии (1951)] [омонимия не снята]",NOUN,ADJF
чему доброму склонны не будут;, подобно ,,1721,нехудожественная,устав,"Хотя о полиции всего подробно здесь и не объявлено, однакож в главном магистрате важность смирительных домов и гошпиталей представляется для такой пользы, что оным смирительным домам надлежит быть ради таких людей, которые суть непотребного жития и невоздержного, яко сыновья, которые родителям своим також и учителям явится не послушны, и от злого жития не престанут, и ни к чему доброму склонны не будут; подобно [[Петр I]. Регламент или устав главного магистрата (1721)] [омонимия не снята]",VERB,
сердца России… к низинным людям» ―, подобно ,"тому, как 300 лет назад их ",1922,нехудожественная,"очерк, цикл","В воззвании прозвучал даже призыв « из сердца России… к низинным людям» ― подобно тому, как 300 лет назад их предки пришли к Москве спасать Родину ― и теперь « не выдавать своих героев и вернуть России возможность стать счастливой и великой302»…   [А. И. Деникин. Очерки русской смуты. Том II. Борьба генерала Корнилова (1922)] [омонимия не снята]",NOUN,ADJF
"сломанное», центростремительное когито – сворачивает его.", Подобно ,"Данте, Достоевский изображает ад отъединенного от ",1996,нехудожественная,статья,"сломанное», центростремительное когито – сворачивает его. Подобно Данте, Достоевский изображает ад отъединенного от мира сознания как вселенский тупик.   [А. Л. Доброхотов. Онтология и этика когито (1996)] [омонимия не снята]",NPRO,NOUN
"в густую тучу и изрекла,", подобно ,пифии с треножника:   ,1903-1927,художественная,роман,"Катерина Харитоновна села перед нею на стол, превратила вокруг себя дымное облако в густую тучу и изрекла, подобно пифии с треножника:    [А. В. Амфитеатров. Марья Лусьева (1903-1927)] [омонимия не снята]",VERB,NOUN
"мотивов, он не взял ничего.", Подобно ,"Донателло и Джотто, он учился от ",1908,нехудожественная,статья,"мотивов, он не взял ничего. Подобно Донателло и Джотто, он учился от природы и от тех, кто раньше его постиг тайну воспроизведения природы.   [А. К. Дживелегов. Начало итальянского Возрождения (1908)] [омонимия не снята]",NPRO,NOUN
художественной формы не может плестись, подобно ,груженой арбе с мирно дремлющим возницей- ,1920,нехудожественная,обращение,"Когда ритм жизни напоминает пульс мятущегося в горячке, ритм в колеях художественной формы не может плестись подобно груженой арбе с мирно дремлющим возницей- хохлом. [А. Б. Мариенгоф. Буян-Остров (1920)] [омонимия не снята]",INFN,ADJF
"присвоили этой группе соединений, — гликом.", Подобно ,"тому, как слово « геном» применительно к ",2003,нехудожественная,статья,"присвоили этой группе соединений, — гликом. Подобно тому, как слово « геном» применительно к живому организму означает весь набор его генов, а « протеом» — весь набор его белков, так « гликом» означает сочетание всех производимых организмом ( или отдельной его клеткой) сахаров. [А. Бухбиндер. Новая глава биологии // «Знание ― сила», 2003] [омонимия не снята]",NOUN,ADJF
"Он не отличался,", подобно ,"своему предшественнику Уварову, ни блестящим умом, ",1853,бытовая,"дневник, записные книжки","Он не отличался, подобно своему предшественнику Уварову, ни блестящим умом, ни даром слова. [А. В. Никитенко. Дневник (1853)] [омонимия не снята]",VERB,ADJF
"Парижской Богоматери, подпирающий башнями небо", подобно ,атланту.  ,2006,художественная проза,роман,"Переходя дорогу, глянул налево ― и увидел собор Парижской Богоматери, подпирающий башнями небо подобно атланту.   [А. Е. Рекемчук. Мамонты (2006)] [омонимия не снята]",NOUN,NOUN
их быть под покровительством России, подобно ,"черногорцам, каковое желание не смеют они ",1805,нехудожественная,доклад,"Отставной майор Милетич, присланный сюда курьером от генерал-лейтенанта графа Ивелича, поданным здесь прошением объясняет, что игумен Трофим из Герцеговины узнав, что он, Милетич, отъезжает в Петербург, прибыл к нему ночью в Рагузу и просил именем народа герцеговинского донести вашему величеству о преданности всех герцеговинцев и о желании их быть под покровительством России подобно черногорцам, каковое желание не смеют они показать явно, поелику все [А. А. Чарторыйский. Документы (1805)] [омонимия не снята]",NOUN,NOUN
"заросшая травою со времен Екатерины,", подобно ,"всему побережью,  ― скрытно вооружена нами.",1862-1889,нехудожественная,мемуары,"Оказалось, что англичане были уверены, что бывшая крепость, совершенно заросшая травою со времен Екатерины, подобно всему побережью,  ― скрытно вооружена нами. [А. А. Фет. Мои воспоминания / Часть I (1862-1889)] [омонимия не снята]",NOUN,ADJF
