Left context,Center,Right context,Created,Sphere,Type,Full context,Left_context_POS,Right_context_POS
"этом соединении атомы, так же,", как ,"и эти шары, должны ударяться друг ",1938,нехудожественная,монография,"При этом соединении атомы, так же, как и эти шары, должны ударяться друг о друга. [Е. З. Барсуков. Русская артиллерия в мировую войну (1938)] [омонимия не снята]",PRCL,CONJ
"Сокрушенный, я чуял,", как ,дух безвременья собирался запеть свои гнусные ,1924,художественная,роман,"Сокрушенный, я чуял, как дух безвременья собирался запеть свои гнусные песни, хороня непокорного гиганта.   [А. С. Серафимович. Железный поток (1924)] [омонимия не снята]",VERB,NOUN
но если бы ты знал ―, как ,это тяжело! ,1940,художественная,сказ,"У меня, таким образом, составилась лучшая, может быть, женщина в мире, но если бы ты знал ― как это тяжело!  [П. П. Бажов. Огневушка-Поскакушка (1940)] [омонимия не снята]",VERB,PRCL
"Выделывам,", как ,"же: и под штиль, и без ",1930,художественная,мемуары,"Выделывам, как же: и под штиль, и без штиля; коли в Москву отсылашь, так обязательно требуют штиль: есть солидные штили, доходные ― потому, сами знаете, резная работа: вот хоть бы рококо, али русский штиль; а есть так только, шушера одна: тяп- ляп ― готово: дешево платят нонече за такую работу, а заказывают; на едаком штиле много деньги не зашибешь: так это, обман». [Андрей Белый. Начало века (1930)] [омонимия не снята]",NOUN,PRCL
Все, как ,есть по вашему наученью устрою.,1955,нехудожественная,статья,Все как есть по вашему наученью устрою. [Г. В. Адамович. Борис Зайцев (1955)] [омонимия не снята],ADJF,INTJ
"знаешь, явственно, что заневолю поверишь,", как ,он сказывать станет:   ,1937-1938-1973,нехудожественная,монография,"И столь, знаешь, явственно, что заневолю поверишь, как он сказывать станет:    [М. М. Бахтин. Формы времени и хронотопа в романе (1937-1938-1973)] [омонимия не снята]",VERB,NPRO
"всего мира в Ясной Поляне,", как ,бы освещенный со всех пяти частей ,1901,художественная,повесть,"кинематогра фическом полотне: мы увидели его бредущим за сохою; Лев Толстой хотел пострадать, но и страдание за свою правду не удалось Льву Толстому; и в то время, когда за идеал иной государствен ности отправлялись во льды Нарымского края, он, враг всякого государства, старого и нового, оставался перед лицом всего мира в Ясной Поляне, как бы освещенный со всех пяти частей света лучами им [Андрей Белый. Симфония (1901)] [омонимия не снята]",NOUN,PRCL
"реставрациям; иное « назад» приветствовали мы,", как ,вперед» из нашей тогдашней революционной тактики ,1950,художественная,сказ,"к нашим пассеистическим экскурсам и к всевозможным реставрациям; иное « назад» приветствовали мы, как «вперед» из нашей тогдашней революционной тактики обходного движения; мы, не разделяя позиции Канта, но еще более ненавидя « ползучий эмпиризм» ( кажется, выражение Ленина), в пику Стюарту Миллю тактически поддерживали лозунги « назад к Канту», « назад к Ньютону» от крайностей механицизма, которым были полны и который иные из нас изучали специально; мы выдвигали [П. П. Бажов. Не та цапля (1950)] [омонимия не снята]",NPRO,ADVB
"выбраться из Восточной Пруссии, так", как ,весь удар немцев обрушился на противоположный ,1896,нехудожественная,статья,"Самсонова, всему 3- му корпусу, составлявшему правый фланг армии, удалось двойными переходами относительно благополучно выбраться из Восточной Пруссии, так как весь удар немцев обрушился на противоположный левый фланг армии.   [В. М. Бехтерев. О слышании собственных мыслей (1896)] [омонимия не снята]",CONJ,ADJF
"Один даже,", как ,"говорили, пытался выступить в роли управляющего « ",1910-1912,художественная,роман,"Один даже, как говорили, пытался выступить в роли управляющего « турчаниновской половины», но оказался шулером, которого побили в день назначения.   [М. П. Арцыбашев. У последней черты (1910-1912)] [омонимия не снята]",PRCL,VERB
"твой роман Хелемская, и вот", как ,тебе надо жить и ты приспособишься ,1928,художественная,роман,"Тебе надо выйти замуж, муж ― техническая контора, инженер, аборт или первый ребенок, вот какова была твоя жизнь, твоя мать, ты брала раз в неделю ванну, твой роман Хелемская, и вот как тебе надо жить и ты приспособишься к революции.   [Константин Большаков. Бегство пленных, или История страданий и гибели поручика Тенгинского пехотного полка Михаила Лермонтова (1928)] [омонимия не снята]",PRCL,NPRO
"под водой неприятельского снаряда, так", как ,впоследствии была обнаружена незначительная течь в ,1934,нехудожественная,статья,"Сейчас же после первого попадания был разрыв ударившегося, по-видимому, в броню под водой неприятельского снаряда, так как впоследствии была обнаружена незначительная течь в малярной. [А. Л. Бем. Самопризнание и самообнажение // «Меч», 1934] [омонимия не снята]",CONJ,ADVB
"крепился и держал себя твердо,", как ,"взрослый мужик, несмотря на свои тринадцать ",1910,художественная,повесть,"Но он крепился и держал себя твердо, как взрослый мужик, несмотря на свои тринадцать лет. [Е. А. Аверьянова. Иринкино счастье (1910)] [омонимия не снята]",ADVB,NOUN
"правильно, безжизненно и развязно ― так,", как ,писали раньше евреи на русском языке.  ,1944-1947,нехудожественная,"дневник, записные книжки, письмо","В переводе ее не осталось и следа от фразы Мопассана, свободной, текучей, с длинным дыханием страсти, Бендерская писала утомительно правильно, безжизненно и развязно ― так, как писали раньше евреи на русском языке.   [П. П. Бажов. Отслоения дней (1944-1947)] [омонимия не снята]",CONJ,VERB
"им, так медведь завизжит, завертится,", как ,собака.,1940,художественная,сказ,"Долбанет им, так медведь завизжит, завертится, как собака. [П. П. Бажов. Ермаковы лебеди (1940)] [омонимия не снята]",VERB,NOUN
"а в особенности такого друга,", как ,"собака, придает ему больше смелости.  ",1875,нехудожественная,лекция,"Близость живого существа, а в особенности такого друга, как собака, придает ему больше смелости.   [К. А. Тимирязев. Растение как источник силы (1875)] [омонимия не снята]",NOUN,NOUN
"Еще из бумажки чего-то подсыпал,", как ,главное начальство из сам- Петербургу наезжало.  ,1933,нехудожественная,статья,"Еще из бумажки чего-то подсыпал, как главное начальство из сам- Петербургу наезжало.   [Н. В. Устрялов. Германский национал-социализм (1933)] [омонимия не снята]",VERB,ADJF
"Клязьма, сближаются только здесь, и,", как ,"заметил И. Е. Забелин, Клязьма волоками ",1908,нехудожественная,статья,"Две главные реки Волго- Окского междуречья, этого основного ядра нашей страны, Москва-река и Клязьма, сближаются только здесь, и, как заметил И. Е. Забелин, Клязьма волоками соединялась со Сходней и с Яузой, а через них двумя параллельными путями с Москвой-рекой3. [Андрей Белый. Брюсов (1908)] [омонимия не снята]",CONJ,VERB
И, как ,"это я, на каждый слушок вострая, ",1943,художественная,сказ,"И как это я, на каждый слушок вострая, тут не сразу услыхала!  [П. П. Бажов. Веселухин Ложок (1943)] [омонимия не снята]",CONJ,PRCL
"теплотой и химическим сродством, так", как ,это нечувствительно вернет нас к поставленному ,1938,нехудожественная,монография,"Остановимся некоторое время над соотношением между теплотой и химическим сродством, так как это нечувствительно вернет нас к поставленному нами вопросу. [Е. З. Барсуков. Русская артиллерия в мировую войну (1938)] [омонимия не снята]",CONJ,PRCL
"другого не могло быть, так", как ,в револьвере был один патрон.  ,1939,художественная,сказ,"Косоров стоял у дверей и ждал единственного выстрела ― другого не могло быть, так как в револьвере был один патрон.   [П. П. Бажов. Две ящерки (1939)] [омонимия не снята]",CONJ,PREP
"так тихо кругом, что слышно,", как ,недалеко шумит лес верхушками деревьев да ,1875,нехудожественная,лекция,"Все затаили дыхание, и так тихо кругом, что слышно, как недалеко шумит лес верхушками деревьев да полощется в воздухе от ветра флаг. [К. А. Тимирязев. Растение как источник силы (1875)] [омонимия не снята]",ADJS,ADVB
, Как ,"зима в полную силу вошла, стали ",1931,нехудожественная,статья,"Как зима в полную силу вошла, стали они в лес собираться. [А. Л. Бем. Еще о Гумилеве // «Руль», 1931] [омонимия не снята]",,NOUN
"наши больше с малахитом вожгались,", как ,"его было довольно, и сорт ― выше ",1937,художественная,сказ,"Та только различка, что наши больше с малахитом вожгались, как его было довольно, и сорт ― выше нет. [П. П. Бажов. Марков камень (1937)] [омонимия не снята]",VERB,NPRO
"нам казалось всего занятнее, так", как ,"было известно, что дьякон езди г ",1910-1912,художественная,роман,"Его присутствие нам казалось всего занятнее, так как было известно, что дьякон езди г не совсем по своей воле и что после каждой такой поездки ему приходится переживать трудные минуты, когда « мать» - дьяконица» начинает « при людях» читать ему на всю улицу наставления о правилах супружеской жизни.   [М. П. Арцыбашев. У последней черты (1910-1912)] [омонимия не снята]",CONJ,VERB
"стремиться, носить его в себе,", как ,образ и цель.,1940,нехудожественная,монография,"Относительное и конечное бессильно воплотить абсолютное и вечное; но, будучи бессильно его воплотить адекватно и всецело, оно не устает к нему стремиться, носить его в себе, как образ и цель. [В. Е. Белолипецкий. Зимние действия пехотного полка в Августовских лесах. 1915 год (1940)] [омонимия не снята]",NPRO,NOUN
"Уж мы вам, все едино", как ,"отцы детям, ничего не жалеем.",1937-1938-1973,нехудожественная,монография,"Уж мы вам, все едино как отцы детям, ничего не жалеем. [М. М. Бахтин. Формы времени и хронотопа в романе (1937-1938-1973)] [омонимия не снята]",ADJS,NOUN
Только раз поп не стерпел:, как ,"пришел домой, засел строчить донос; строчил, ",1930,художественная,мемуары,"Только раз поп не стерпел: как пришел домой, засел строчить донос; строчил, строчил ― ну и настрочил же: будто придерживается заноза неведомого вероисповедания и с кавказскими молоканами в сношение- де вступить намерена для ниспровержения предержащих властей; оттого- де и социалистка; и ребят не учит, а все только пакостью занимается, чему свидетель он, настоятель целебеевского храма. [Андрей Белый. Начало века (1930)] [омонимия не снята]",VERB,VERB
относительности» в области критических оценок!, Как ,относительны наши суждения и оценки! ,1922,нехудожественная,"дневник, записные книжки",относительности» в области критических оценок! Как относительны наши суждения и оценки!  [Андрей Белый. Африканский дневник (1922)] [омонимия не снята],NOUN,ADJS
с « Марейкой- сукой» во главе, как ,"будто специально старалась показать рабочему, куда ",1910-1912,художественная,роман,"Раньше труд рабочих Турчаниновы разматывали по заграницам, потом перенесли мотовство в столицы, чтобы кончить эту свистопляску в Сысерти, где куча пьяных негодяев с « Марейкой- сукой» во главе как будто специально старалась показать рабочему, куда и на что уходят его пот, силы, здоровье.   [М. П. Арцыбашев. У последней черты (1910-1912)] [омонимия не снята]",NOUN,CONJ
, Как ,"время посвободнее, глядишь, ― чуть не все ",1937-1938-1973,нехудожественная,монография,"Как время посвободнее, глядишь, ― чуть не все заводские лодчонки и ботишки к веселому ложку правятся. [М. М. Бахтин. Формы времени и хронотопа в романе (1937-1938-1973)] [омонимия не снята]",,NOUN
"Едва кончал,", как ,уже начинал.  ,1904-1908,нехудожественная,статья,"Едва кончал, как уже начинал.   [Андрей Белый. Бальмонт (1904-1908)] [омонимия не снята]",VERB,ADVB
, Как ,"бывало, темненькая на дороге к нему ",1930,художественная,мемуары,"Как, бывало, темненькая на дороге к нему заковыляет фигурка или желтый подымется прах и там, в желтом прахе, тарарыкает уж телега, ― на холмик подымется Митрий, ладонь приложит к глазам ― и ждет… [Андрей Белый. Начало века (1930)] [омонимия не снята]",,VERB
"вверх, и никто не знал,", как ,оно высоко.  ,1948,художественная,сказ,"И он поднимал голову, но небо убегало вверх, и никто не знал, как оно высоко.   [П. П. Бажов. Дорогой земли виток (1948)] [омонимия не снята]",VERB,NPRO
"Не прошло и пяти лет,", как ,"эти « чайные столы», за которыми мы ",1950,художественная,сказ,"Не прошло и пяти лет, как эти « чайные столы», за которыми мы отдыхали, изгнанные отовсюду, стали кружками, салонами, редакциями, книгоиздательствами, ― сперва для « немногих», таких, как и мы, ― недовольных и изгнанных бытом; крепла тенденция к иному быту, иному искусству, иной общественности среди нас; так вчерашний продукт разложения интеллигентных верхов стал организовываться в лаборатории выявления нового быта; так вчера названные декаденты ответили тем, что стали [П. П. Бажов. Не та цапля (1950)] [омонимия не снята]",NOUN,ADJF
"самое лучшее решение вопроса, так", как ,я все время имел бы непосредственное ,1934,нехудожественная,статья,"Это было самое лучшее решение вопроса, так как я все время имел бы непосредственное общение с ним. [А. Л. Бем. Самопризнание и самообнажение // «Меч», 1934] [омонимия не снята]",CONJ,NPRO
"Они смотрели,", как ,входили и выходили родные и знакомые.,1910,художественная,повесть,"Они смотрели, как входили и выходили родные и знакомые. [Е. А. Аверьянова. Иринкино счастье (1910)] [омонимия не снята]",VERB,VERB
, Как ,"увидим Серебряное копытце, так и воротимся.",1931,нехудожественная,статья,"Как увидим Серебряное копытце, так и воротимся. [А. Л. Бем. Еще о Гумилеве // «Руль», 1931] [омонимия не снята]",,VERB
"на меня никакого внимания, так", как ,по горло был занят хлопотами и ,1913,художественная,рассказ,"Отец мой, будучи по профессии купцом, не обращал на меня никакого внимания, так как по горло был занят хлопотами и планами: каким бы образом поскорее разориться?  [А. А. Богданов. Под ласковым солнцем (1913)] [омонимия не снята]",CONJ,PREP
"о нем оказались не Пименами,", как ,"известно, завещавшими « своих царей великих поминать, ",1945,художественная,сказ,"И поэтому, в дни, когда заслуженно творится « житие умученного раба Божия Николая», в эти дни писавшие о нем оказались не Пименами, как известно, завещавшими « своих царей великих поминать, за их труды, за славу, за добро ― а за грехи, за темные деянья Спасителя смиренно умолять», а обуреваемые страстями Димитриями Самозванцами, которым все еще чудятся « то шумные пиры, то ратный стан, то схватки боевые, безумные [П. П. Бажов. Коренная тайность (1945)] [омонимия не снята]",NOUN,PRED
"Все оставалось,", как ,"при дедах, и та же цапля ",1921,нехудожественная,доклад,"Все оставалось, как при дедах, и та же цапля сидела.   [А.3. Штейнбеpг. 1921 | Выступление на Открытом заседании Вольной Философской Ассоциации. 28 августа 1921 г. (1921)] [омонимия не снята]",VERB,PREP
"Шли,", как ,"попало, по шоссе.",1913,художественная,рассказ,"Шли, как попало, по шоссе. [А. А. Богданов. Перед рассветом (1913)] [омонимия не снята]",VERB,VERB
, Как ,"ни плоха погода, как ни тяжела ",1924,художественная,рассказ,"Как ни плоха погода, как ни тяжела работа, а бодрое настроение не покидает людей. [А. С. Серафимович. История одной забастовки (1924)] [омонимия не снята]",,PRCL
"имеют такие же права гражданства,", как ,и добродетельная правда.,1919,нехудожественная,отчет,"Нет, ложь, выдумка имеют такие же права гражданства, как и добродетельная правда. [М. К. Бахирев. Отчет о действиях Морских сил Рижского залива (1919)] [омонимия не снята]",NOUN,CONJ
"Это все равно,", как ,"если бы я, доехавши до места ",1909,художественная,рассказ,"Это все равно, как если бы я, доехавши до места назначения, отказался от уплаты причитающихся тебе денег под тем предлогом, что нынче калоши вздорожали на сто процентов.   [Б. А. Садовской. Петербургская ворожея (1909)] [омонимия не снята]",CONJ,CONJ
"Иосиф понять, в чем дело,", как ,"за углом послышались тяжкие мерные шаги, ",1908,художественная,рассказ,"Не успел еще приостановившийся в тени Иосиф понять, в чем дело, как за углом послышались тяжкие мерные шаги, и, блестя при месяце тусклыми бликами мечей и щитов, как гром сотрясая землю, быстро прошел отряд римских легионеров, преследуя тени и разгоняя толпу.   [А. А. Богданов. Провокация (1908)] [омонимия не снята]",NOUN,PREP
"несколько лет, разговаривал с вами,", как ,"с порядочным, нормальным человеком, и вдруг, ― ",1926,художественная,роман,"Встречаюсь я с вами уже несколько лет, разговаривал с вами, как с порядочным, нормальным человеком, и вдруг, ― нате, здравствуйте!  [А. И. Пантелеев, Г. Г. Белых. Республика ШКИД (1926)] [омонимия не снята]",NPRO,PREP
"гордилась часто молодежь моего времени,", как ,боевыми ранами; ведь не было не ,1914,художественная,рассказ,"Неудивительно, что, встретясь позднее друг с другом, мы и в линии общей нашей борьбы с культурной рутиной не могли выявить в первых годах самостоятельной жизни ничего, кроме противоречий; скажу более: ими и гордилась часто молодежь моего времени, как боевыми ранами; ведь не было не контуженного жизнью среди нас; тип раздвоенного чудака, субъективиста был поэтому част среди лучших, наиболее нервных и чутких юношей моего [А. А. Богданов. Клад Ивановской ночи (1914)] [омонимия не снята]",NOUN,NOUN
"Гольд рассказывал мне о том,", как ,в верховьях реки Санда- Ваку зимой ,1949,художественная,сказ,"Гольд рассказывал мне о том, как в верховьях реки Санда- Ваку зимой он поймал двух соболей, которых выменял у китайцев на одеяло, топор, котелок и чайник, а на оставшиеся деньги купил китайской дрели, из которой сшил себе новую палатку. [П. П. Бажов. Золотоцветень горы (1949)] [омонимия не снята]",ADJF,PREP
"с удочкой в те годы,", как ,в школу учиться бегал.,1939,художественная,сказ,"Я и занялся с удочкой в те годы, как в школу учиться бегал. [П. П. Бажов. Серебряное копытце (1939)] [омонимия не снята]",NOUN,PREP
возраста ставился мне в пример, как ,"образец выдержанности, трудолюбия и аккуратности.  ",1913,художественная,рассказ,"Чистенький, аккуратный немчик, наш сосед по дому, Сережа с самого раннего возраста ставился мне в пример как образец выдержанности, трудолюбия и аккуратности.   [А. А. Богданов. Под ласковым солнцем (1913)] [омонимия не снята]",NOUN,NOUN
"И,", как ,"призрачный смычок, скользил вдоль телеграфных проводов, ",1910-1911,художественная,рассказ,"И, как призрачный смычок, скользил вдоль телеграфных проводов, как вдоль струн.   [А. Т. Аверченко. Смерть девушки у изгороди (1910-1911)] [омонимия не снята]",CONJ,ADJF
, Как ,тянется мое дело в Доме Ученых…,1926,художественная,роман,Как тянется мое дело в Доме Ученых… [Андрей Белый. Москва. Часть 2. Москва под ударом (1926)] [омонимия не снята],,VERB
деревенские дружки в это время, как ,"раз передали, что по первой воде ",1932-1942,нехудожественная,"дневник, записные книжки","Наши деревенские дружки в это время как раз передали, что по первой воде до Займища побежит пароход за оружием и патронами, которые будто бы там хранятся. [Л. К. Бронтман. Дневники и письма (1932-1942)] [омонимия не снята]",NOUN,NOUN
"новинкам, в которых она разбиралась,", как ,"человек наших лет, ― не как « бабуся»; ",1920-1928,художественная,рассказ,"Притом: я ценил « бабусину» проницательность, начитанность и неослабевающий интерес к литературным новинкам, в которых она разбиралась, как человек наших лет, ― не как « бабуся»; она доказывала: « деды», воспитанные на энциклопедистах, понимали нас, бунтарей в искусстве, лучше художественно неграмотных отцов; и я помнил слова Достоевского:    [И. Э. Бабель. Шабос-Нахаму (из цикла «Гершеле») (1920-1928)] [омонимия не снята]",VERB,NOUN
"голове шишки, а в голове ―", как ,бы убежать.,1937,художественная,сказ,"Так вот и перебрали приказчик с Прокопьичем много ребятишек, а толк один: на голове шишки, а в голове ― как бы убежать. [П. П. Бажов. Марков камень (1937)] [омонимия не снята]",NOUN,PRCL
"стороне его, а в том,", как ,увернуться от опасности.  ,1919,нехудожественная,отчет,"Дело вовсе не в факте, не в нравственной стороне его, а в том, как увернуться от опасности.   [М. К. Бахирев. Отчет о действиях Морских сил Рижского залива (1919)] [омонимия не снята]",ADJF,INFN
, Как ,"василек во ржи, затаилась в толпе ",1929,нехудожественная,"дневник, записные книжки","Как василек во ржи, затаилась в толпе Натуленька; жарко молится. [М. С. Бабушкин. Дневник зверобойной экспедиции (1929)] [омонимия не снята]",,NOUN
Вся власть передана мне, как ,представителю воинской части.,1905,художественная,рассказ,Вся власть передана мне как представителю воинской части. [М. П. Арцыбашев. Ужас (1905)] [омонимия не снята],NPRO,NOUN
"Последний владелец,", как ,"он особое пристрастие к птицам имел, ",1921,нехудожественная,доклад,"Последний владелец, как он особое пристрастие к птицам имел, наставил этих железных знаков столько, что везде их видно. [А.3. Штейнбеpг. 1921 | Выступление на Открытом заседании Вольной Философской Ассоциации. 28 августа 1921 г. (1921)] [омонимия не снята]",NOUN,NPRO
"и в нашем комитете и,", как ,"я узнал, в руководящем коллективе другого ",1924,художественная,повесть,"Демонстрация была отклонена и в нашем комитете и, как я узнал, в руководящем коллективе другого течения. [Л. Н. Сейфуллина. Виринея (1924)] [омонимия не снята]",CONJ,NPRO
"Колотился- колотился, и опять,", как ,"тот раз, большая глыба отскочила ― едва ",1910-1911,художественная,рассказ,"Колотился- колотился, и опять, как тот раз, большая глыба отскочила ― едва Ванька ноги уберег. [А. Т. Аверченко. Мозаика (1910-1911)] [омонимия не снята]",ADVB,ADJF
"принципиального автора, это автор- художник", как ,"таковой, побеждающий художника- человека.",1918,художественная,роман,"Первой задачею художника, работающего над автопортретом, и является очищение экспрессии отраженного лица, а это достигается только тем путем, что художник занимает твердую позицию вне себя, находит авторитетного и принципиального автора, это автор- художник как таковой, побеждающий художника- человека. [Б. В. Савинков (В. Ропшин). То, чего не было (1918)] [омонимия не снята]",NOUN,ADJF
ручья и говорил дребезжащим голосом?.., Как ,,1924,художественная,роман,ручья и говорил дребезжащим голосом?.. Как?.. [А. С. Серафимович. Железный поток (1924)] [омонимия не снята],NOUN,
"в нем однообразно и убою,", как ,"кучка праха, не развеянного ветром.  ",1936-1941,художественная,роман,"Все было в нем однообразно и убою, как кучка праха, не развеянного ветром.   [Б. А. Садовской. Пшеница и плевелы (1936-1941) // «Новый Мир», 1993] [омонимия не снята]",NOUN,NOUN
но если бы ты знал ―, как ,это тяжело! ,1940,художественная,сказ,"У меня, таким образом, составилась лучшая, может быть, женщина в мире, но если бы ты знал ― как это тяжело!  [П. П. Бажов. Огневушка-Поскакушка (1940)] [омонимия не снята]",VERB,PRCL
"стороны, Шопенгауэр определяет сущность материи", как ,"взаимное ограничение времени и пространства, рождающее ",1931,нехудожественная,статья,"С другой стороны, Шопенгауэр определяет сущность материи как взаимное ограничение времени и пространства, рождающее причинность, причинность же есть только форма познания, в которой воспринимается воля, выступающая в видимость. [Н. В. Устрялов. Проблема прогресса (1931)] [омонимия не снята]",NOUN,ADJF
Хронотоп, как ,формально- содержательная категория определяет ( в значительной ,1904,художественная,повесть,Хронотоп как формально- содержательная категория определяет ( в значительной мере) и образ человека в литературе; этот образ всегда существенно хронотопичен [ 2].   [М. П. Арцыбашев. Смерть Ланде (1904)] [омонимия не снята],NOUN,ADVB
Только, как ,этот порошочек узнать? ,1933,нехудожественная,статья,Только как этот порошочек узнать?  [Н. В. Устрялов. Германский национал-социализм (1933)] [омонимия не снята],PRCL,ADJF
"вымылся « березовым кремом» ― « для красоты»,", как ,он говорит.,1934,художественная,роман,"Он сегодня принарядился, смазал маслом пробор и вымылся « березовым кремом» ― « для красоты», как он говорит. [М. Агеев. Роман с кокаином (1934)] [омонимия не снята]",NOUN,NPRO
познакомить через рабочую газету « Искра», как ,"своих рабочих, так и рабочих других ",1942,художественная,сказ,"Для нас, орехово-зуевских рабочих, небезинтересно познакомить через рабочую газету « Искра» как своих рабочих, так и рабочих других городов и других профессий с нашими иногда чудовищными порядками. [П. П. Бажов. Жабреев ходок (1942)] [омонимия не снята]",NOUN,ADJF
, Как ,"молодые свинки, перекатывались питомцы по койкам ",1939,художественная,сказ,"Как молодые свинки, перекатывались питомцы по койкам и вели ленивые разговоры.   [П. П. Бажов. Две ящерки (1939)] [омонимия не снята]",,NOUN
"едва Аполлон Аполлонович прошествовал мимо,", как ,два юрких лакейчика затараторили быстро.  ,1909,художественная,роман,"Да ― по поводу Анны Петровны, или ( проще сказать) по поводу письма из Испании: едва Аполлон Аполлонович прошествовал мимо, как два юрких лакейчика затараторили быстро.   [Андрей Белый. Серебряный голубь (1909)] [омонимия не снята]",ADVB,NUMR
"Пусть, дескать, русские знают,", как ,привозной мастер отличился.,1933,нехудожественная,статья,"Пусть, дескать, русские знают, как привозной мастер отличился. [Н. В. Устрялов. Германский национал-социализм (1933)] [омонимия не снята]",VERB,ADJF
"и тому же поводу, так", как ,"дела, как это очень скоро и ",1934,художественная,мемуары,"Следует заметить, что и А. А., и я попали сюда по одному и тому же делу или, правильнее сказать, по одному и тому же поводу, так как дела, как это очень скоро и выяснилось, в сущности никакого и не было. [Андрей Белый. Между двух революций (1934)] [омонимия не снята]",CONJ,NOUN
Оствальд характеризует закон причинности, как ,эквивалентное превращение одной или нескольких форм ,1931,нехудожественная,статья,"Оствальд характеризует закон причинности как эквивалентное превращение одной или нескольких форм энергии, без которого ничто не может совершиться. [Н. В. Устрялов. Проблема прогресса (1931)] [омонимия не снята]",NOUN,ADJF
"и повторяла, в то время", как ,я осыпал поцелуями дорогие для меня ,1945-1949,художественная,повесть,"Она смотрела вдаль мягким задумчивым взглядом и повторяла, в то время как я осыпал поцелуями дорогие для меня ноги на низких каблуках: ― Не надо, не надо!    [П. П. Бажов. Дальнее ― близкое (1945-1949)] [омонимия не снята]",NOUN,NPRO
"оказывается глубочайшим расщепом души, дробящим,", как ,"меч, всякую цельность жизни.",1947,нехудожественная,статья,"Тайна пушкинской цельности оказывается глубочайшим расщепом души, дробящим, как меч, всякую цельность жизни. [А. В. Арциховский. Основные вопросы археологии Москвы (1947)] [омонимия не снята]",ADJF,NOUN
