Left context;Center;Right context;Created;Sphere;Type;Full context;Left_context_POS;Right_context_POS
танечка иногда вякала что-то,;словно;гранату кидала.;2000;художественная;художественный;Танечка иногда вякала что-то, словно гранату кидала. [А. В. Жвалевский, Е. Пастернак. Время всегда хорошее (2009)] [омонимия не снята];NPRO;NOUN
уже составляют тип вымирающий, который;словно;тает с лица земли русской…  ;1883;художественная;художественный;Тот же прогресс, к сожалению, замечается теперь и между зверопромышленниками, а Кудрявцевы уже составляют тип вымирающий, который словно тает с лица земли русской…   [А. А. Черкасов. Кара (1883-1887)] [омонимия не снята];ADJ;VERB
висит, прилепившись к бортику бассейна,;словно;аквариумная улитка.;2000;нехудожественная;публицистический;Но только в том случае, если он действительно плавает, а не висит, прилепившись к бортику бассейна, словно аквариумная улитка. [А. Борисов. Худей! // «Наука и жизнь», 2007] [омонимия не снята];NOUN;ADJ
эй ты, саратовец… что ты;словно;перед попом раскланялся? ;1830;художественная;художественный;Эй ты, саратовец… что ты словно перед попом раскланялся?  [А. А. Бестужев-Марлинский. Письма из Дагестана (1831)] [омонимия не снята];NPRO;AUX
с чем-то недосказанным в содержании, ―;словно;марье николаевне смерть как не хотелось ;1890;художественная;художественный;"Переписка прервалась на целые два месяца; когда же возобновилась, то Василий Иванович начал получать письма вялые, ленивые, в каком-то натянутом тоне и с чем-то недосказанным в содержании, ― словно Марье Николаевне смерть как не хотелось писать, и, насилуя свою волю, она исполняла скучную и неприятную обязанность. [А. В. Амфитеатров. Ребенок (из сборника «Бабы и дамы») (1891)] [омонимия не снята]";NOUN;NOUN
ней ввечеру, ― вхожу, перекрестился, ну;словно;не то село: ни улиц, ни ;1900;художественная;художественный;Что же ты думаешь, прибрел я к ней ввечеру, ― вхожу, перекрестился, ну словно не то село: ни улиц, ни хат не узнаю. [А. А. Шкляревский. Русский Тичборн (Из уголовной хроники) (1903)] [омонимия не снята];AUX;AUX
солнышко- то;словно;"шубой ― так и накрывает; а траву- ";1883;художественная;художественный;"Солнышко- то словно шубой ― так и накрывает; а траву- то, так только не видишь, как она лезет»,  ― говорил старик, собираясь ужинать.   [А. А. Черкасов. Сломанная сошка (1883-1887)] [омонимия не снята]";AUX;NOUN
так внезапно опустился на пенек,;словно;его сзади ударили под коленки.  ;1925;художественная;художественный;Доктор сильнее замигал глазом и так внезапно опустился на пенек, словно его сзади ударили под коленки.   [А. А. Фадеев. Разгром (1925-1926)] [омонимия не снята];NOUN;NPRO
самочувствие.;словно;закончил трудное, потребовавшее много усилий и ;1940;нехудожественная;публицистический;Самочувствие. Словно закончил трудное, потребовавшее много усилий и времени дело или вышел из тюрьмы на волю: жизнь повернулась ко мне яркой стороной. [А. И. Батюто. Дневник (1943)] [омонимия не снята];NOUN;VERB
огонь так силен,;словно;нас обстреливают и с дороги, где ;1937;художественная;публицистический;Огонь так силен, словно нас обстреливают и с дороги, где идти капитану Иванову. [А. В. Туркул, И. С. Лукаш. Дроздовцы в огне (1937-1948)] [омонимия не снята];ADJ;NPRO
как бы придавлен событиями и;словно;не отдавал себе отчета в обстановке ;2000;нехудожественная;публицистический;Дубенский отмечает необычайную пассивность Николая в момент отречения: « Он стал как бы придавлен событиями и словно не отдавал себе отчета в обстановке и как-то безразлично стал относиться к происходившему… [А. Алексеев. Падение монархии в России: заговоры и революция // «Наука и жизнь», 2007] [омонимия не снята];AUX;AUX
нанесло вас,;словно;лихоманка чирьев!..;1920;художественная;художественный;Нанесло вас, словно лихоманка чирьев!.. [А. А. Богданов. Тайга разбужена (1925)] [омонимия не снята];NPRO;NOUN
как мутные, буйные волны его,;словно;адские духи, скачут, прядают, мечутся в ;1830;художественная;художественный;На один миг видите вы, как мутные, буйные волны его, словно адские духи, скачут, прядают, мечутся в бездну со стоном, пораженные мечом архангелов. [А. А. Бестужев-Марлинский. Аммалат-бек (1831)] [омонимия не снята];NPRO;ADJ
и всех нас,;словно;счастьем, оделяет григорий иваныч.  ;1920;художественная;художественный;И всех нас, словно счастьем, оделяет Григорий Иваныч.   [А. Г. Малышкин. Поезд на юг (1925)] [омонимия не снята];NPRO;NOUN
ноющая, распухшая нога, державшая его;словно;на приколе, чувствовалось по голосу, по ;1940;художественная;художественный;Даже сегодня, когда мучила ноющая, распухшая нога, державшая его словно на приколе, чувствовалось по голосу, по жестам, по блеску глаз, что он живёт в полную силу. [А. А. Бек. В последний час (1942)] [омонимия снята];NPRO;AUX
это улыбка соучастника,;словно;он рассказывает нам о шалостях своего ;1990;нехудожественная;публицистический;Это улыбка соучастника, словно он рассказывает нам о шалостях своего старшего брата, неугомонного, немного скандального, но очень любимого, которому все прощается даже через века.   [А. Васильев, А.-М. Мержье. Переживший забвение // «Вокруг света», 1995] [омонимия не снята];NOUN;NPRO
отыскивать и кричать, но васька;словно;провалился сквозь землю, не подавал голоса ;1883;художественная;художественный;Пришлось его отыскивать и кричать, но Васька словно провалился сквозь землю, не подавал голоса и пропал окончательно. [А. А. Черкасов. Кара (1883-1887)] [омонимия не снята];NOUN;VERB
оккультизме― и таким гаснущим шёпотом,;словно;расслабленный и сейчас пред вами умрёт ;1930;нехудожественная;публицистический;А говорит всё о мистицизме да об оккультизме― и таким гаснущим шёпотом, словно расслабленный и сейчас пред вами умрёт и сам превратится в привидение. [А. В. Амфитеатров. Чудодей (1932)] [омонимия снята];ADVB;PRT_GRND
опасных пунктах стоят « путевые казармы» ―;словно;средневековые замки в миниатюре, окруженные высокой ;1944;нехудожественная;публицистический;В более важных и опасных пунктах стоят « путевые казармы» ― словно средневековые замки в миниатюре, окруженные высокой каменной стеной, с круглыми бастионами и рядом косых бойниц, с наглухо закрытыми воротами. [А. И. Деникин. Путь русского офицера (1944-1947)] [омонимия не снята];NOUN;ADJ
разлука;словно;сблизила отца с сыном, ослабив их ;1910;художественная;художественный;"Разлука словно сблизила отца с сыном, ослабив их взаимную сдержанность; так нередко бывает между натурами, обладающими действительным внутренним родством.   [А. А. Богданов. Инженер Мэнни (1913)] [омонимия не снята]";NOUN;VERB
вставки, сверкающие в солнечный день,;словно;драгоценные камни.  ;2000;нехудожественная;публицистический;Используя кирпичи разной конфигурации, строители создали на стенах храма удивительный орнамент из крупных и мелких деталей, а дополнительным украшением стен стали изразцовые вставки, сверкающие в солнечный день, словно драгоценные камни.   [А. Бобович, З. Короткова. О чём рассказывает банкнота // «Наука и жизнь», 2008] [омонимия не снята];NOUN;ADJ
зияние дорог автомобили, за ними,;словно;предводимое вождями, неслось облако грив, пик ;1920;художественная;художественный;Командарм оглянулся: оторвавшись от толп, падали в зияние дорог автомобили, за ними, словно предводимое вождями, неслось облако грив, пик и развевающихся в ветер отрепий. [А. Г. Малышкин. Падение Даира (1923)] [омонимия не снята];NPRO;PRT_GRND
а мама;словно;прилипла к окну, губы ее бессильно ;1940;нехудожественная;публицистический;А мама словно прилипла к окну, губы ее бессильно улыбались, во всей позе было что-то слабое и потерянное, и в глазах стояли слезы… [А. И. Батюто. Дневник (1942)] [омонимия не снята];NOUN;VERB
мы входим в село,;словно;вымершее.;1920;нехудожественная;публицистический;Мы входим в село, словно вымершее. [А. И. Деникин. Очерки русской смуты. Том II. Борьба генерала Корнилова (1922)] [омонимия не снята];VERB;PRT_GRND
в одиночку по полям, всегда;словно;насупясь, долговязый, сутуловатый, в полотняной вышитой ;1940;художественная;художественный;Ладошников шагал в одиночку по полям, всегда словно насупясь, долговязый, сутуловатый, в полотняной вышитой косоворотке, в сапогах.   [А. А. Бек. Талант (Жизнь Бережкова) / Части 1-3 (1940-1956)] [омонимия не снята];ADVB;PRT_GRND
встав утром,;словно;разбитый, я принял рапорты от служащих, ;1883;художественная;художественный;Встав утром, словно разбитый, я принял рапорты от служащих, побывал по обыкновению в тюрьме, оделся по- праздничному и уехал с визитами на Лунжанкинский промысел.   [А. А. Черкасов. Кара (1883-1887)] [омонимия не снята];ADVB;ADJ
мне стало как-то легко,;словно;пусто, в груди.;1882;художественная;художественный;Мне стало как-то легко, словно пусто, в груди. [А. В. Амфитеатров. Отравленная совесть (1882-1893)] [омонимия не снята];ADVB;ADVB
коротким треском хлестнуло по воздуху,;словно;кто разорвал ситец.;1930;художественная;художественный;Сухим коротким треском хлестнуло по воздуху, словно кто разорвал ситец. [А. А. Богданов. Федор Шуруп (1930)] [омонимия не снята];NOUN;NPRO
слезы меня душили, сердце;словно;замерло, и я худо видел, куда ;1883;художественная;художественный;Слезы меня душили, сердце словно замерло, и я худо видел, куда ехать.   [А. А. Черкасов. Сломанная сошка (1883-1887)] [омонимия не снята];NOUN;VERB
нем, так сердце его взыграет,;аки;солнышко на светлое христово воскресенье.  ;1850;нехудожественная;художественный;"Мне есть до фельдмаршала Бориса Петровича слово и дело; царю оно очень угодно будет; узнает о нем, так сердце его взыграет, аки солнышко на светлое Христово воскресенье.   [А. Н. Островский. Не в свои сани не садись (1852)] [омонимия не снята]";VERB;NOUN
правдив,;аки;грешник после исповеди…;2000;нехудожественная;научный;Правдив, аки грешник после исповеди… [Александр Архангельский. Александр I (2000)] [омонимия не снята];ADJ;NOUN
бедный был,;аки;бы нищий какой отрепанный в город ;1810;нехудожественная;художественный;Бедный был, аки бы нищий какой отрепанный в город к детям приезжал. [В. Т. Нарежный. Российский Жилблаз, или Похождения князя Гаврилы Симоновича Чистякова (1814)] [омонимия не снята];VERB;AUX
серега теперь чист и безгрешен!;аки;младенец!   ;2000;нехудожественная;публицистический;Серега теперь чист и безгрешен! Аки младенец!    [Александр Гирявенко. Малая родина. Слово о тихой сосне // «Наш современник», 2002.06.15] [омонимия не снята];ADJ;NOUN
многие в раскол,;аки;бы в растворенныя двери, побежали, и ;1850;нехудожественная;разговорный;Многие в раскол, аки бы в растворенныя двери, побежали, и не исправляя своих заблуждений, во оных утверждаться начали. [И. В. Киреевский. Письма оптинскому старцу Макарию (1853)] [омонимия не снята];NOUN;AUX
них везде описывается страшным и;аки;бы самым страшилищем, что самое доказывает, ;1760;нехудожественная;деловой;Он у них везде описывается страшным и аки бы самым страшилищем, что самое доказывает, что бог происходит у них от страха.   [архиепископ Платон (Левшин). Увещание к раскольникам (1766)] [омонимия не снята];AUX;AUX
не советую курить, потому человек,;аки;былинка, сохнет.  ;2000;художественная;публицистический;Справедливы твои речи, только табак я тебе не советую курить, потому человек, аки былинка, сохнет.   [Василий Пригодич. Постнеклассическая трагедия, или Критика критики // Интернет-альманах «Лебедь», 2003.11.23] [омонимия не снята];NOUN;NOUN
уклоню силу поганую,;аки;лес, постелю по земли, аки траву ;2000;художественная;публицистический;Уклоню силу поганую, аки лес, постелю по земли, аки траву под косою!»  [Желания: единственный мотор, который нас не обманывает // «Пятое измерение», 2003] [омонимия не снята];ADJ;NOUN
нарочно определенные к тому благочинные,;аки;бы духовные фискалы, тое все надсматривали ;1700;нехудожественная;разговорный;Все же тое, чтоб удобнее пошло в дело, указать должен Епископ по всем городам, чтоб закащики, или нарочно определенные к тому благочинные, аки бы духовные фискалы, тое все надсматривали и ему бы Епископу доносили. [митрополит Стефан (Яворский). Проповеди (1700-1722)] [омонимия не снята];NOUN;AUX
от сна;аки;бы воспрянув, велением моея души мысль ;1912;художественная;публицистический;От сна аки бы воспрянув, велением моея души мысль облекается паки во образ свой и выходит на зрелище пред воззвавшую ее. [И. Е. Репин. Далекое близкое (1912-1917)] [омонимия не снята];NOUN;AUX
немощны от страха сотворишася и,;аки;не можаще уже держати в руках ;1790;художественная;публицистический;Стояху возбрег Днепра многочисленныя полки свейския и, узревше со ангелом господним поганяющим гонящыя себе российския воя, оскудеша духом и сердцем, безсильны и немощны от страха сотворишася и, аки не можаще уже держати в руках железа военнаго, повергаху на землю оружия своя и, аки ниже просте стояти можаще от трепета, прекланяху победителем колена своя. [Д. С. Самойлович. Способ самый удобный повсемственного врачевания смертоносной язвы заразоносящейся чумы ко благу всеобщественному предлагает Данило Самойлович (1797)] [омонимия не снята];AUX;AUX
год за годом зарос пронька,;аки;зверь, аки чудо морское.;2000;художественная;публицистический;День за днем, год за годом зарос Пронька, аки зверь, аки чудо морское. [Михаэль Дорфман. Еврейские фрагменты жития святителя Никиты // Интернет-альманах «Лебедь», 2003.12.07] [омонимия не снята];NOUN;NOUN
всем помышлением и ближнего своего,;аки;самого себя.;1760;нехудожественная;деловой;Христианство учит любить бога всею душою и всем помышлением и ближнего своего, аки самого себя. [архиепископ Платон (Левшин). Увещание к раскольникам (1766)] [омонимия не снята];ADJ;ADJ
не иннымъ образомъ, не токмо;аки;неравные союзники, подчинены суть.  ;1900;нехудожественная;художественный;На примѣръ: аще въ которомъ обществѣ сенатъ или народъ, съ высочаишимъ въ обоихъ частехъ повелителствомъ дѣла управляютъ, тако, что едïнъ другому не подчïнены суть, или аще въ государствѣ которомъ, власть господъ тако превозможетъ, яко властителю оные не иннымъ образомъ, не токмо аки неравные союзники, подчинены суть.   [А. Е. Зарин. Кровавый пир (1901)] [омонимия не снята];ADVB;ADJ
туман в голове,;аки;тьма египетская, а с вином просветление.  ;1850;художественная;художественный;Туман в голове, аки тьма египетская, а с вином просветление.   [И. И. Лажечников. Горбун (1858)] [омонимия не снята];NOUN;NOUN
в россию обучать « московских юношей,;аки;мягкую и ко всякому изображению угодную ;1760;художественная;научный;Выучившись русскому языку с грехом пополам у беглого польского монаха, Глюк приехал в Россию обучать « московских юношей, аки мягкую И ко всякому изображению угодную глину». [архиепископ Платон (Левшин). Православное учение или сокращенная христианская богословия (1765)] [омонимия не снята];NOUN;ADJ
время, сокрываяся в зачумившемся человеке,;аки;бы тлеть в теле его, предполагая ;1900;художественная;научный;Внимая всем последствиям таковым, предутверждается такожде практически и о сем, что яд заразы сей смертоносной возможет чрез некое время, сокрываяся в зачумившемся человеке, аки-бы тлеть в теле его, предполагая от суток 6- ти до суток 12- ти и до 16- ти, но, не предознаменовав зачумления язвенными признаками болезненными, не сокрывается никогда до суток 20*. [В. О. Ключевский. Русская история. Полный курс лекций. Лекции 66-75 (1904)] [омонимия не снята];NOUN;AUX
в сем царствующем граде возобновить,;аки;бы все исполняя намерение и желание ;1840;художественная;художественный;Собственным Божии Промыслом, Который Всесилною Своею Властию, яко Премудр Архитектон, восхотел старое и нерегулярное строение отменить, а новое, лучшее и прекраснейшее строение в сем Царствующем Граде возобновить, аки бы все исполняя намерение и желание Петра Великаго, и дабы Град его был прямой Град Петров. [А. Ф. Вельтман. Райна, королева болгарская (1843)] [омонимия не снята];VERB;AUX
епископа отлученнаго, или изверженнаго примет,;аки;неотлученнаго не по неведению: да отлучен ;1700;нехудожественная;разговорный;Аще Епископ священника, или диакона, или причетника от своего Епископа отлученнаго, или изверженнаго примет, аки неотлученнаго не по неведению: да отлучен будет, и 1 вселенскаго собора правило 5.   [архиепископ Феофан (Прокопович). Слово похвальное о преславной над войсками свейскими победе, пресветлейшему государю царю и великому князю Петру Алексиевичу (1709)] [омонимия не снята];VERB;ADJ
м―;аки;;1860;нехудожественная;художественный;М― аки!»  [В. В. Крестовский. Петербургские трущобы. Книга о сытых и голодных. Ч. 6 (1867)] [омонимия не снята];NOUN;TRSH
полку игореве»: « вострубим убо, братие,;аки;в златокованную трубу, в разум ума ;1860;художественная;публицистический;По этим спискам « Моление», как и в « первой» редакции, начинается витиеватым обращением, адресованным пока, впрочем, не к князю, а к « братии», как и в « Слове о полку Игореве»: « Вострубим убо, братие, аки в златокованную трубу, в разум ума своего и начнем бити в сребреныя арганы во известие мудрости, и ударим в бубны ума своего, поюще в богодохновенныя свирели, да восплачутся в нас душеполезныя [Ф. И. Буслаев. Общие понятия о русской иконописи (1866)] [омонимия не снята];NOUN;AUX
но остается едино сумнительство, которое;аки;"терн в совести может быти; тое ";1860;художественная;публицистический;"Но остается едино сумнительство, которое аки терн в совести может быти; тое исторгнем вкратце и окончаем слово.   [А. И. Левитов. Московские «комнаты снебилью» (1863)] [омонимия не снята]";ADJ;NOUN
иисуса христа, благовествующего людям жить;аки;братьям, не во вражде и злобе, ;1910;художественная;художественный;в котором обязуемся мы взаимно, как между собою, так и в отношении к подданным нашим, принять единственным ведущим к оному средством правило, почерпнутое из словес и учения Спасителя Нашего Иисуса Христа, благовествующего людям жить аки братьям, не во вражде и злобе, но в мире и любви».   [Ф. Д. Крюков. Счастье // «Русское Богатство», 1911] [омонимия не снята];VERB;NOUN
то она легонькая, по болоту,;аки;посуху, ушла.;2000;художественная;художественный;Сама- то она легонькая, по болоту, аки посуху, ушла. [Ирина Краева. Тим и Дан, или Тайна «Разбитой коленки»: сказочная повесть (2007)] [омонимия не снята];NOUN;ADVB
стоят, проклятые, перед глазами,;аки;смерть с косой, и ждут.;1870;художественная;публицистический;Стоят, проклятые, перед глазами, аки смерть с косой, и ждут. [А. И. Левитов. Не к руке (1874)] [омонимия не снята];NOUN;NOUN
они суть между живыми;аки;мертвые.  ;2000;нехудожественная;публицистический;Они суть между живыми аки мертвые.   [Георгий Бреев. Применение древних покаянных канонов в таинстве Покаяния с древности и до настоящего времени // «Альфа и Омега», 2001] [омонимия не снята];NOUN;NOUN
кириск жалобно заплакал!;аки;мылгун! ;1880;нехудожественная;художественный;Кириск жалобно заплакал! Аки-Мылгун!  [А. Ф. Писемский. Масоны (1880)] [омонимия не снята];VERB;NOUN
"богословское от священнаго писания; не";аки;бы от писания несразуменного совратилися ( как ;1860;художественная;публицистический;"Однако и сии не безоружни являются: мнятся нечто имети богословское от священнаго писания; не аки бы от писания несразуменного совратилися ( как то иным случается), но к своей готовой злобе привлекли не познанное писание. [А. И. Левитов. Московские «комнаты снебилью» (1863)] [омонимия не снята]";AUX;AUX
и если посмотрим чрез истории,;аки;чрез зрительныя трубки, на мимошедшие веки, ;1700;художественная;разговорный;И если посмотрим чрез истории, аки чрез зрительныя трубки, на мимошедшие веки, увидим все худшее в темных, нежели в светлых учением временах. [митрополит Стефан (Яворский). Проповеди (1700-1722)] [омонимия не снята];NOUN;AUX
гордостью обуян;аки;сатана!   ;1710;нехудожественная;разговорный;Гордостью обуян аки сатана!    [архиепископ Феофан (Прокопович). Слово в неделю осмуюнадесять, сказанное в Санктпитербурхе, в церкви Живоначальныя Троицы, во время присутствия Его Царскаго Величества, по долгом странствии возвратившагося, чрез ректора, честнейшаго Отца Прокоповича (1717)] [омонимия не снята];PRT_GRND;NOUN
и91 больше разгараяся, сердце пролилось,;аки;пламень, ко устроению великаго флота.;2000;нехудожественная;публицистический;"О том стал первее легкий вопрос, а с полученнаго ответа возгорелась охота, да еще только к водному гулянью; скоро же, больше и91 больше разгараяся, сердце пролилось, аки пламень, ко устроению великаго флота. [Владимир Чивилихин. «Моя мечта ― стать писателем», из дневников 1941-1974гг. // «Наш современник», 2002.06.15] [омонимия не снята]";VERB;NOUN
святый брег светлого яра качать,;аки;младенца в зыбке, твори мысленно молитву ;1800;художественная;публицистический;Станет усердного святый брег Светлого Яра качать, аки младенца в зыбке, твори мысленно молитву Исусову и ни словом, ни воздыханием не моги о том ближним поведать… [Д. С. Самойлович. Способ наиудобнейший ко недопущению первоначально возникнуть оказавшейся где-либо промеж народом смертоносной язве, заражаемой чуме (1803)] [омонимия не снята];VERB;NOUN
пречистое христа спасителя нашего есть;аки;сосуд некий, духом святым соделанный, о ;1871;художественная;художественный;тело пречистое Христа Спасителя нашего есть аки сосуд некий, Духом Святым соделанный, о коль многоценнаго и лекарственнаго пития исполненный!  [П. И. Мельников-Печерский. В лесах. Книга вторая (1871-1874)] [омонимия не снята];TRSH;NOUN
сын подал на меня прошение,;аки;бы я утаил и похитил состояние ;2000;нехудожественная;публицистический;Горе меня, сударь, убило: родной сын подал на меня прошение, аки бы я утаил и похитил состояние его матери. [Алексей Демин. Тихие радости и печали. Пять событий недели в хоккейной суперлиге // «Известия», 2003.01.21] [омонимия не снята];NOUN;AUX
ответа, ― откапываются поглощенные землей города,;аки;бы свидетели тленности земной.;2000;нехудожественная;публицистический;Многие имеем указания, ― повторил тот, уклоняясь от прямого ответа, ― откапываются поглощенные землей города, аки бы свидетели тленности земной. [Алексей Демин. Тихие радости и печали. Пять событий недели в хоккейной суперлиге // «Известия», 2003.01.21] [омонимия не снята];NOUN;AUX
строчку из библии: « будьте хитры (*);аки;змии и просты аки голубицы».;2000;художественная;научный;Недавно в интервью одной из газет ты процитировала строчку из Библии: « будьте хитры (*) аки змии и просты аки голубицы». [С. А. Еремеева. Лекции по русскому искусству (2000)] [омонимия не снята];TRSH;NOUN
и не думать столь жестоко,;аки;бы уже все те погибли, которые ;1850;нехудожественная;разговорный;Так надобно же и вам с кротчайшим христианским духом разсуждать о новоисправленных книгах, и не думать столь жестоко, аки бы уже все те погибли, которые по новоисправленным книгам служат, хотя бы усердную к Богу имели веру, и жили непорочно. [И. В. Киреевский. Письма оптинскому старцу Макарию (1853)] [омонимия не снята];ADVB;AUX
никакой крамолы… чисты,;аки;горлицы…  ;1970;художественная;художественный;Никакой крамолы… Чисты, аки горлицы…   [Чингиз Айтматов. Пегий пес, бегущий краем моря (1977)] [омонимия не снята];ADJ;TRSH
с дивиими ослы, и травою;аки;вола питаху его… дондеже уразуме, яко ;1750;нехудожественная;публицистический;И егда вознесеся сердце его… сведеся от престола царства… и от человек отгнася… и житие его с дивиими ослы, и травою аки вола питаху его… дондеже уразуме, яко владеет Бог Вышний царством человеческим, и емуже восхощет, даст е» ( Дан. [архиепископ Платон (Левшин). Катихизис второй надесять (1758)] [омонимия не снята];NOUN;NOUN
вход во врата забралов невских,;аки;ключем дому давидова, по примеру слова ;1840;художественная;художественный;И по взятии сея прекрепчайшия крепости, 1702- го году октября 11 дня, отворил оружию своему вход во врата Забралов Невских, аки ключем Дому Давидова, по примеру слова Исаия, Пророка. [А. Ф. Вельтман. Райна, королева болгарская (1843)] [омонимия не снята];ADJ;ADJ
"филогений” (« на оба плеча раскинулась»);";аки;"захарий пророк” (« до пояса длина»);   ";2000;художественная;художественный;"Филогений” (« на оба плеча раскинулась»); аки Захарий пророк” (« до пояса длина»);    [Евгений Прошкин. Механика вечности (2001)] [омонимия не снята]";VERB;NOUN
она, глядь- ка поди, ― скачет,;аки;бес…;1780;нехудожественная;публицистический;Матушка головушки еще поднять не может, а она, глядь- ка поди, ― скачет, аки бес… [А. С. Шишков. Записки (1780-1814)] [омонимия не снята];VERB;TRSH
"всему; но не по тому,";аки;бы они того от благаго создателя ;2010;нехудожественная;публицистический;"Правда, не все способны ко всему; но не по тому, аки бы они того от благаго Создателя не получили; но получив, или пристойным воспитанием не возрастили, или нерадением и леностию со всем сию Божественную погасили силу. [коллективный. Блоги // «Русский репортер», 2014] [омонимия не снята]";ADJ;AUX
твое и рассеется по ветру;аки;дым…;1880;нехудожественная;публицистический;Сгниет богатство твое и рассеется по ветру аки дым… [А. И. Эртель. Записки Степняка (1883)] [омонимия не снята];NOUN;TRSH
фамилïи, въ дому своемъ нѣкую,;аки;повелителную власть имѣяли.;1900;нехудожественная;художественный;7. Обаче отцы, пока въ гражданское житïе не вступили, по елику были главы и началники своихъ фамилïи, въ дому своемъ нѣкую, аки повелителную власть имѣяли. [А. Е. Зарин. Кровавый пир (1901)] [омонимия не снята];VERB;VERB
сейчас ваше: жаждем рассказа,;аки;воды в песках.;1920;нехудожественная;научный;Сейчас ваше: жаждем рассказа, аки воды в песках. [П. А. Флоренский. Иконостас (1922)] [омонимия не снята];NOUN;NOUN
и до сего дне: погибоша;аки;обре».;1840;художественная;разговорный;Память о народе обрах сохранялась между русскими не только в сказании о великанах, но и в самом названии этого народа, получившем нарицательное значение, и в пословице: « есть притча в Руси и до сего дне: погибоша аки обре». [А. А. Фет. Письма И. П. Борисову (1849)] [омонимия не снята];NOUN;NOUN
велми, да лаяния деля явятся;аки;силни суще».;1860;художественная;публицистический;Испугавшееся войско Александр успокаивает, сравнивая Дария с псами, которые « велици суще и не могуще, лають велми, да лаяния деля явятся аки силни суще». [Ф. И. Буслаев. Общие понятия о русской иконописи (1866)] [омонимия не снята];VERB;VERB
